Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
MACD,2024-07-12,42716,2012-06-05,2024-07-11,3271,2024-07-12,2024-07-12,1,11
Both,2024-07-12,42716,2012-06-05,2024-07-11,3271,2024-07-12,2024-07-12,1,12
RSI,2024-07-15,42716,2012-06-05,2024-07-12,3272,2024-07-15,2024-07-16,2,10
MACD,2024-07-15,42716,2012-06-05,2024-07-12,3272,2024-07-15,2024-07-16,2,11
Both,2024-07-15,42716,2012-06-05,2024-07-12,3272,2024-07-15,2024-07-16,2,12
RSI,2024-07-17,42716,2012-06-05,2024-07-16,3274,2024-07-17,2024-07-18,2,10
MACD,2024-07-17,42716,2012-06-05,2024-07-16,3274,2024-07-17,2024-07-18,2,11
Both,2024-07-17,42716,2012-06-05,2024-07-16,3274,2024-07-17,2024-07-18,2,12
RSI,2024-07-19,42716,2012-06-05,2024-07-18,3276,2024-07-19,2024-07-19,1,10
MACD,2024-07-19,42716,2012-06-05,2024-07-18,3276,2024-07-19,2024-07-19,1,11
Both,2024-07-19,42716,2012-06-05,2024-07-18,3276,2024-07-19,2024-07-19,1,12
RSI,2024-07-22,42716,2012-06-05,2024-07-19,3277,2024-07-22,2024-08-12,16,10
MACD,2024-07-22,42716,2012-06-05,2024-07-19,3277,2024-07-22,2024-08-12,16,11
Both,2024-07-22,42716,2012-06-05,2024-07-19,3277,2024-07-22,2024-08-12,16,12
RSI,2024-08-13,385735,2012-06-05,2024-08-12,3293,2024-08-13,2024-08-16,4,10
MACD,2024-08-13,385735,2012-06-05,2024-08-12,3293,2024-08-13,2024-08-16,4,11
Both,2024-08-13,385735,2012-06-05,2024-08-12,3293,2024-08-13,2024-08-16,4,12
RSI,2024-08-19,385735,2012-06-05,2024-08-16,3297,2024-08-19,2024-08-22,4,10
MACD,2024-08-19,385735,2012-06-05,2024-08-16,3297,2024-08-19,2024-08-22,4,11
Both,2024-08-19,385735,2012-06-05,2024-08-16,3297,2024-08-19,2024-08-22,4,12
RSI,2024-08-23,42716,2012-06-05,2024-08-22,3301,2024-08-23,2024-08-26,2,10
MACD,2024-08-23,42716,2012-06-05,2024-08-22,3301,2024-08-23,2024-08-26,2,11
Both,2024-08-23,42716,2012-06-05,2024-08-22,3301,2024-08-23,2024-08-26,2,12
RSI,2024-08-27,385735,2012-06-05,2024-08-26,3303,2024-08-27,2024-08-28,2,10
MACD,2024-08-27,385735,2012-06-05,2024-08-26,3303,2024-08-27,2024-08-28,2,11
Both,2024-08-27,385735,2012-06-05,2024-08-26,3303,2024-08-27,2024-08-28,2,12
RSI,2024-08-29,385735,2012-06-05,2024-08-28,3305,2024-08-29,2024-09-19,18,10
MACD,2024-08-29,385735,2012-06-05,2024-08-28,3305,2024-08-29,2024-09-19,18,11
Both,2024-08-29,385735,2012-06-05,2024-08-28,3305,2024-08-29,2024-09-19,18,12
RSI,2024-09-20,798291,2012-06-05,2024-09-19,3323,2024-09-20,2024-09-20,1,10
MACD,2024-09-20,798291,2012-06-05,2024-09-19,3323,2024-09-20,2024-09-20,1,11
Both,2024-09-20,798291,2012-06-05,2024-09-19,3323,2024-09-20,2024-09-20,1,12
RSI,2024-09-23,798291,2012-06-05,2024-09-20,3324,2024-09-23,2024-09-25,3,10
MACD,2024-09-23,798291,2012-06-05,2024-09-20,3324,2024-09-23,2024-09-25,3,11
Both,2024-09-23,798291,2012-06-05,2024-09-20,3324,2024-09-23,2024-09-25,3,12
RSI,2024-09-26,798291,2012-06-05,2024-09-25,3327,2024-09-26,2024-09-26,1,10
MACD,2024-09-26,798291,2012-06-05,2024-09-25,3327,2024-09-26,2024-09-26,1,11
Both,2024-09-26,798291,2012-06-05,2024-09-25,3327,2024-09-26,2024-09-26,1,12
RSI,2024-09-27,798291,2012-06-05,2024-09-26,3328,2024-09-27,2024-09-27,1,10
MACD,2024-09-27,798291,2012-06-05,2024-09-26,3328,2024-09-27,2024-09-27,1,11
Both,2024-09-27,798291,2012-06-05,2024-09-26,3328,2024-09-27,2024-09-27,1,12
RSI,2024-09-29,798291,2012-06-05,2024-09-27,3329,2024-09-29,2024-09-29,1,10
MACD,2024-09-29,798291,2012-06-05,2024-09-27,3329,2024-09-29,2024-09-29,1,11
Both,2024-09-29,798291,2012-06-05,2024-09-27,3329,2024-09-29,2024-09-29,1,12
RSI,2024-09-30,798291,2012-06-05,2024-09-29,3330,2024-09-30,2024-10-08,7,10
MACD,2024-09-30,798291,2012-06-05,2024-09-29,3330,2024-09-30,2024-10-08,7,11
Both,2024-09-30,798291,2012-06-05,2024-09-29,3330,2024-09-30,2024-10-08,7,12
RSI,2024-10-09,798291,2012-06-05,2024-10-08,3337,2024-10-09,2024-10-09,1,10
MACD,2024-10-09,798291,2012-06-05,2024-10-08,3337,2024-10-09,2024-10-09,1,11
Both,2024-10-09,798291,2012-06-05,2024-10-08,3337,2024-10-09,2024-10-09,1,12
RSI,2024-10-10,798291,2012-06-05,2024-10-09,3338,2024-10-10,2024-10-11,2,10
MACD,2024-10-10,798291,2012-06-05,2024-10-09,3338,2024-10-10,2024-10-11,2,11
Both,2024-10-10,798291,2012-06-05,2024-10-09,3338,2024-10-10,2024-10-11,2,12
RSI,2024-10-12,965409,2012-06-05,2024-10-11,3340,2024-10-12,2024-10-15,3,10
MACD,2024-10-12,965409,2012-06-05,2024-10-11,3340,2024-10-12,2024-10-15,3,11
Both,2024-10-12,965409,2012-06-05,2024-10-11,3340,2024-10-12,2024-10-15,3,12
RSI,2024-10-16,965409,2012-06-05,2024-10-15,3343,2024-10-16,2024-10-16,1,10
MACD,2024-10-16,965409,2012-06-05,2024-10-15,3343,2024-10-16,2024-10-16,1,11
Both,2024-10-16,965409,2012-06-05,2024-10-15,3343,2024-10-16,2024-10-16,1,12
RSI,2024-10-17,965409,2012-06-05,2024-10-16,3344,2024-10-17,2024-10-17,1,10
MACD,2024-10-17,965409,2012-06-05,2024-10-16,3344,2024-10-17,2024-10-17,1,11
Both,2024-10-17,965409,2012-06-05,2024-10-16,3344,2024-10-17,2024-10-17,1,12
RSI,2024-10-18,965409,2012-06-05,2024-10-17,3345,2024-10-18,2024-10-18,1,10
MACD,2024-10-18,965409,2012-06-05,2024-10-17,3345,2024-10-18,2024-10-18,1,11
Both,2024-10-18,965409,2012-06-05,2024-10-17,3345,2024-10-18,2024-10-18,1,12
RSI,2024-10-21,965409,2012-06-05,2024-10-18,3346,2024-10-21,2024-10-22,2,10
MACD,2024-10-21,965409,2012-06-05,2024-10-18,3346,2024-10-21,2024-10-22,2,11
Both,2024-10-21,965409,2012-06-05,2024-10-18,3346,2024-10-21,2024-10-22,2,12
RSI,2024-10-23,965409,2012-06-05,2024-10-22,3348,2024-10-23,2024-10-23,1,10
MACD,2024-10-23,965409,2012-06-05,2024-10-22,3348,2024-10-23,2024-10-23,1,11
Both,2024-10-23,965409,2012-06-05,2024-10-22,3348,2024-10-23,2024-10-23,1,12
RSI,2024-10-24,965409,2012-06-05,2024-10-23,3349,2024-10-24,2024-10-29,4,10
MACD,2024-10-24,965409,2012-06-05,2024-10-23,3349,2024-10-24,2024-10-29,4,11
Both,2024-10-24,965409,2012-06-05,2024-10-23,3349,2024-10-24,2024-10-29,4,12
RSI,2024-10-30,965409,2012-06-05,2024-10-29,3353,2024-10-30,2024-10-31,2,10
MACD,2024-10-30,965409,2012-06-05,2024-10-29,3353,2024-10-30,2024-10-31,2,11
Both,2024-10-30,965409,2012-06-05,2024-10-29,3353,2024-10-30,2024-10-31,2,12
RSI,2024-11-01,965409,2012-06-05,2024-10-31,3355,2024-11-01,2024-11-07,5,10
MACD,2024-11-01,965409,2012-06-05,2024-10-31,3355,2024-11-01,2024-11-07,5,11
Both,2024-11-01,965409,2012-06-05,2024-10-31,3355,2024-11-01,2024-11-07,5,12
RSI,2024-11-08,965409,2012-06-05,2024-11-07,3360,2024-11-08,2024-11-08,1,10
MACD,2024-11-08,965409,2012-06-05,2024-11-07,3360,2024-11-08,2024-11-08,1,11
Both,2024-11-08,965409,2012-06-05,2024-11-07,3360,2024-11-08,2024-11-08,1,12
RSI,2024-11-11,965409,2012-06-05,2024-11-08,3361,2024-11-11,2024-11-11,1,10
MACD,2024-11-11,965409,2012-06-05,2024-11-08,3361,2024-11-11,2024-11-11,1,11
Both,2024-11-11,965409,2012-06-05,2024-11-08,3361,2024-11-11,2024-11-11,1,12
RSI,2024-11-12,965409,2012-06-05,2024-11-11,3362,2024-11-12,2024-11-12,1,10
MACD,2024-11-12,965409,2012-06-05,2024-11-11,3362,2024-11-12,2024-11-12,1,11
Both,2024-11-12,965409,2012-06-05,2024-11-11,3362,2024-11-12,2024-11-12,1,12
RSI,2024-11-13,965409,2012-06-05,2024-11-12,3363,2024-11-13,2024-11-18,4,10
MACD,2024-11-13,965409,2012-06-05,2024-11-12,3363,2024-11-13,2024-11-18,4,11
Both,2024-11-13,965409,2012-06-05,2024-11-12,3363,2024-11-13,2024-11-18,4,12
RSI,2024-11-19,965409,2012-06-05,2024-11-18,3367,2024-11-19,2024-11-20,2,10
MACD,2024-11-19,965409,2012-06-05,2024-11-18,3367,2024-11-19,2024-11-20,2,11
Both,2024-11-19,965409,2012-06-05,2024-11-18,3367,2024-11-19,2024-11-20,2,12
RSI,2024-11-21,965409,2012-06-05,2024-11-20,3369,2024-11-21,2024-11-21,1,10
MACD,2024-11-21,965409,2012-06-05,2024-11-20,3369,2024-11-21,2024-11-21,1,11
Both,2024-11-21,965409,2012-06-05,2024-11-20,3369,2024-11-21,2024-11-21,1,12
RSI,2024-11-22,965409,2012-06-05,2024-11-21,3370,2024-11-22,2024-11-25,2,10
MACD,2024-11-22,965409,2012-06-05,2024-11-21,3370,2024-11-22,2024-11-25,2,11
Both,2024-11-22,965409,2012-06-05,2024-11-21,3370,2024-11-22,2024-11-25,2,12
RSI,2024-11-26,965409,2012-06-05,2024-11-25,3372,2024-11-26,2024-11-26,1,10
MACD,2024-11-26,965409,2012-06-05,2024-11-25,3372,2024-11-26,2024-11-26,1,11
Both,2024-11-26,965409,2012-06-05,2024-11-25,3372,2024-11-26,2024-11-26,1,12
RSI,2024-11-27,965409,2012-06-05,2024-11-26,3373,2024-11-27,2024-11-27,1,10
MACD,2024-11-27,965409,2012-06-05,2024-11-26,3373,2024-11-27,2024-11-27,1,11
Both,2024-11-27,965409,2012-06-05,2024-11-26,3373,2024-11-27,2024-11-27,1,12
RSI,2024-11-28,965409,2012-06-05,2024-11-27,3374,2024-11-28,2024-12-11,10,10
MACD,2024-11-28,965409,2012-06-05,2024-11-27,3374,2024-11-28,2024-12-11,10,11
Both,2024-11-28,965409,2012-06-05,2024-11-27,3374,2024-11-28,2024-12-11,10,12
RSI,2024-12-12,965409,2012-06-05,2024-12-11,3384,2024-12-12,2024-12-12,1,10
MACD,2024-12-12,965409,2012-06-05,2024-12-11,3384,2024-12-12,2024-12-12,1,11
Both,2024-12-12,965409,2012-06-05,2024-12-11,3384,2024-12-12,2024-12-12,1,12
RSI,2024-12-13,965409,2012-06-05,2024-12-12,3385,2024-12-13,2024-12-31,13,10
MACD,2024-12-13,965409,2012-06-05,2024-12-12,3385,2024-12-13,2024-12-31,13,11
Both,2024-12-13,965409,2012-06-05,2024-12-12,3385,2024-12-13,2024-12-31,13,12
