Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2015-10-28,385735,2012-06-05,2015-10-27,913,2015-10-28,2015-11-03,5,10
MACD,2015-10-28,385735,2012-06-05,2015-10-27,913,2015-10-28,2015-11-03,5,11
Both,2015-10-28,385735,2012-06-05,2015-10-27,913,2015-10-28,2015-11-03,5,12
RSI,2015-11-04,385735,2012-06-05,2015-11-03,918,2015-11-04,2015-11-05,2,10
MACD,2015-11-04,385735,2012-06-05,2015-11-03,918,2015-11-04,2015-11-05,2,11
Both,2015-11-04,385735,2012-06-05,2015-11-03,918,2015-11-04,2015-11-05,2,12
RSI,2015-11-06,385735,2012-06-05,2015-11-05,920,2015-11-06,2015-11-06,1,10
MACD,2015-11-06,385735,2012-06-05,2015-11-05,920,2015-11-06,2015-11-06,1,11
Both,2015-11-06,385735,2012-06-05,2015-11-05,920,2015-11-06,2015-11-06,1,12
RSI,2015-11-09,385735,2012-06-05,2015-11-06,921,2015-11-09,2015-11-10,2,10
MACD,2015-11-09,385735,2012-06-05,2015-11-06,921,2015-11-09,2015-11-10,2,11
Both,2015-11-09,385735,2012-06-05,2015-11-06,921,2015-11-09,2015-11-10,2,12
RSI,2015-11-11,385735,2012-06-05,2015-11-10,923,2015-11-11,2015-11-12,2,10
MACD,2015-11-11,385735,2012-06-05,2015-11-10,923,2015-11-11,2015-11-12,2,11
Both,2015-11-11,385735,2012-06-05,2015-11-10,923,2015-11-11,2015-11-12,2,12
RSI,2015-11-13,385735,2012-06-05,2015-11-12,925,2015-11-13,2015-11-18,4,10
MACD,2015-11-13,385735,2012-06-05,2015-11-12,925,2015-11-13,2015-11-18,4,11
Both,2015-11-13,385735,2012-06-05,2015-11-12,925,2015-11-13,2015-11-18,4,12
RSI,2015-11-19,798291,2012-06-05,2015-11-18,929,2015-11-19,2015-11-19,1,10
MACD,2015-11-19,798291,2012-06-05,2015-11-18,929,2015-11-19,2015-11-19,1,11
Both,2015-11-19,798291,2012-06-05,2015-11-18,929,2015-11-19,2015-11-19,1,12
RSI,2015-11-20,741131,2012-06-05,2015-11-19,930,2015-11-20,2015-11-20,1,10
MACD,2015-11-20,741131,2012-06-05,2015-11-19,930,2015-11-20,2015-11-20,1,11
Both,2015-11-20,741131,2012-06-05,2015-11-19,930,2015-11-20,2015-11-20,1,12
RSI,2015-11-23,741131,2012-06-05,2015-11-20,931,2015-11-23,2015-11-23,1,10
MACD,2015-11-23,741131,2012-06-05,2015-11-20,931,2015-11-23,2015-11-23,1,11
Both,2015-11-23,741131,2012-06-05,2015-11-20,931,2015-11-23,2015-11-23,1,12
RSI,2015-11-24,741131,2012-06-05,2015-11-23,932,2015-11-24,2015-11-24,1,10
MACD,2015-11-24,741131,2012-06-05,2015-11-23,932,2015-11-24,2015-11-24,1,11
Both,2015-11-24,741131,2012-06-05,2015-11-23,932,2015-11-24,2015-11-24,1,12
RSI,2015-11-25,741131,2012-06-05,2015-11-24,933,2015-11-25,2015-12-01,5,10
MACD,2015-11-25,741131,2012-06-05,2015-11-24,933,2015-11-25,2015-12-01,5,11
Both,2015-11-25,741131,2012-06-05,2015-11-24,933,2015-11-25,2015-12-01,5,12
RSI,2015-12-02,741131,2012-06-05,2015-12-01,938,2015-12-02,2015-12-02,1,10
MACD,2015-12-02,741131,2012-06-05,2015-12-01,938,2015-12-02,2015-12-02,1,11
Both,2015-12-02,741131,2012-06-05,2015-12-01,938,2015-12-02,2015-12-02,1,12
RSI,2015-12-03,741131,2012-06-05,2015-12-02,939,2015-12-03,2015-12-03,1,10
MACD,2015-12-03,741131,2012-06-05,2015-12-02,939,2015-12-03,2015-12-03,1,11
Both,2015-12-03,741131,2012-06-05,2015-12-02,939,2015-12-03,2015-12-03,1,12
RSI,2015-12-04,741131,2012-06-05,2015-12-03,940,2015-12-04,2015-12-21,12,10
MACD,2015-12-04,741131,2012-06-05,2015-12-03,940,2015-12-04,2015-12-21,12,11
Both,2015-12-04,741131,2012-06-05,2015-12-03,940,2015-12-04,2015-12-21,12,12
RSI,2015-12-22,741131,2012-06-05,2015-12-21,952,2015-12-22,2015-12-22,1,10
MACD,2015-12-22,741131,2012-06-05,2015-12-21,952,2015-12-22,2015-12-22,1,11
Both,2015-12-22,741131,2012-06-05,2015-12-21,952,2015-12-22,2015-12-22,1,12
RSI,2015-12-23,741131,2012-06-05,2015-12-22,953,2015-12-23,2015-12-31,7,10
MACD,2015-12-23,741131,2012-06-05,2015-12-22,953,2015-12-23,2015-12-31,7,11
Both,2015-12-23,741131,2012-06-05,2015-12-22,953,2015-12-23,2015-12-31,7,12
