Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2025-12-22,798291,2012-06-05,2025-12-19,3658,2025-12-22,2025-12-22,1,10
MACD,2025-12-22,798291,2012-06-05,2025-12-19,3658,2025-12-22,2025-12-22,1,11
Both,2025-12-22,798291,2012-06-05,2025-12-19,3658,2025-12-22,2025-12-22,1,12
RSI,2025-12-23,798291,2012-06-05,2025-12-22,3659,2025-12-23,2025-12-23,1,10
MACD,2025-12-23,798291,2012-06-05,2025-12-22,3659,2025-12-23,2025-12-23,1,11
Both,2025-12-23,798291,2012-06-05,2025-12-22,3659,2025-12-23,2025-12-23,1,12
RSI,2025-12-24,798291,2012-06-05,2025-12-23,3660,2025-12-24,2025-12-29,4,10
MACD,2025-12-24,798291,2012-06-05,2025-12-23,3660,2025-12-24,2025-12-29,4,11
Both,2025-12-24,798291,2012-06-05,2025-12-23,3660,2025-12-24,2025-12-29,4,12
RSI,2025-12-30,550343,2012-06-05,2025-12-29,3664,2025-12-30,2025-12-30,1,10
MACD,2025-12-30,550343,2012-06-05,2025-12-29,3664,2025-12-30,2025-12-30,1,11
Both,2025-12-30,550343,2012-06-05,2025-12-29,3664,2025-12-30,2025-12-30,1,12
RSI,2025-12-31,550343,2012-06-05,2025-12-30,3665,2025-12-31,2025-12-31,1,10
MACD,2025-12-31,550343,2012-06-05,2025-12-30,3665,2025-12-31,2025-12-31,1,11
Both,2025-12-31,550343,2012-06-05,2025-12-30,3665,2025-12-31,2025-12-31,1,12
