Date,A_500,Dollar Index,cn_10y_rate,us_10y_rate,brent,Copper Futures Price,Gold Futures Price,gold_daily,gold_vs_ma5,gold_vs_ma20,copper_daily,copper_vs_ma5,copper_vs_ma20,gold_ma_deviation5,gold_ma_deviation20,copper_ma_deviation5,copper_ma_deviation20,Actual
2012-06-06,962.5439346580391,82.31999969482422,3.36,1.66,101.14,3.3845,1024.5341650587984,0.010896544197813052,0.015006318113449435,0.03534428072224327,0.027162367223065198,0.014325531213474463,-0.020391033155327865,0.015006318113449435,0.03534428072224327,0.014325531213474463,-0.020391033155327865,4.19
2012-06-07,956.0413875004175,82.05000305175781,3.3751,1.66,100.05,3.3765,995.5449734558147,-0.028294997464842986,-0.01664745950285995,0.0063204089994033374,-0.0023637169448958995,0.011564157104766437,-0.01824525696009316,-0.01664745950285995,0.0063204089994033374,0.011564157104766437,-0.01824525696009316,4.14
2012-06-08,949.340671624998,82.51000213623047,3.3101,1.65,97.57,3.291,997.7411208532131,0.002205975074913047,-0.010750416885105918,0.008332473904022253,-0.025322079075966286,-0.012334563788601649,-0.038113053136143105,-0.010750416885105918,0.008332473904022253,-0.012334563788601649,-0.038113053136143105,4.07
2012-06-11,961.4815906342416,82.51000213623047,3.3491,1.6,98.6,3.3485,1001.1294778711648,0.0033960282353142635,-0.005324050700959648,0.010638467119373107,0.01747189304162866,0.0028151298254022183,-0.01835904576935754,-0.005324050700959648,0.010638467119373107,0.0028151298254022183,-0.01835904576935754,4.11
2012-06-12,954.7445801218629,82.41000366210938,3.3747,1.67,96.59,3.341,1011.9219430144482,0.01078028904536188,0.005712337075024498,0.01972807928915654,-0.002239808869643034,-0.0021802108532686937,-0.01801722364282965,0.005712337075024498,0.01972807928915654,-0.0021802108532686937,-0.01801722364282965,4.07
2012-06-13,970.8750056256687,82.05000305175781,3.3909,1.61,97.29,3.3445,1015.3103000323999,0.003348437141167393,0.010933400141777128,0.02050017852531605,0.0010475905417539622,0.0012573720923270137,-0.015056138413399589,0.010933400141777128,0.02050017852531605,0.0012573720923270137,-0.015056138413399589,4.09
2012-06-14,964.607647715543,81.9000015258789,3.4009,1.64,96.46,3.359,1015.4985718761083,0.00018543281172500592,0.007119056583102967,0.019278385773163542,0.004335476154881057,0.006653080795972155,-0.00903492274219131,0.007119056583102967,0.019278385773163542,0.006653080795972155,-0.00903492274219131,4.07
2012-06-15,967.3544258406201,81.58999633789062,3.3932,1.6,97.13,3.3875,1020.89480444775,0.005313875096517595,0.007842220252368914,0.02355368938505631,0.008484668055969147,0.009356097851673129,0.0005685887921549337,0.007842220252368914,0.02355368938505631,0.009356097851673129,0.0005685887921549337,4.08
2012-06-18,972.9869905503282,81.94000244140625,3.4107,1.59,95.21,3.3995,1020.0790619190707,-0.0007990466061001955,0.0032831624478513177,0.021537274710931253,0.0035424354243542844,0.009862460267950013,0.005635344406809795,0.0032831624478513177,0.021537274710931253,0.009862460267950013,0.005635344406809795,4.08
2012-06-19,965.6202680867065,81.37000274658203,3.4093,1.64,95.14,3.438,1017.8829145216723,-0.0021529188073586836,-4.933137179674585e-05,0.017870116679548298,0.01132519488160022,0.015447322562542443,0.017761989342806483,-4.933137179674585e-05,0.017870116679548298,0.015447322562542443,0.017761989342806483,4.06
2012-06-20,963.681771526712,81.48999786376953,3.4101,1.65,93.5,3.393,1013.2396927293213,-0.0045616462621665965,-0.004205637763223025,0.011111111535747842,-0.013089005235602191,-0.0007068386640749491,0.004485101469869912,-0.004205637763223025,0.011111111535747842,-0.0007068386640749491,0.004485101469869912,4.06
2012-06-21,949.5878381026906,82.31999969482422,3.4001,1.63,89.22,3.3035,981.6778866370651,-0.031149397638814857,-0.028767593625256604,-0.020605159232633508,-0.02637783672266425,-0.02387495198416223,-0.02019812551904132,-0.028767593625256604,-0.020605159232633508,-0.02387495198416223,-0.02019812551904132,3.99
2012-06-22,930.6267938624317,82.22000122070312,3.3677,1.69,89.22,3.3125,996.1097123913971,0.014701182486417386,-0.009632294613922121,-0.006788242797780786,0.0027243832299075343,-0.016858101089247013,-0.015550585840273912,-0.009632294613922121,-0.006788242797780786,-0.016858101089247013,-0.015550585840273912,3.89
2012-06-25,930.6267938624317,82.45999908447266,3.3677,1.63,88.69,3.323,996.1097123913971,0.0,-0.004889362502350725,-0.007995394037669135,0.0031698113207547784,-0.00924269528920696,-0.010386032833265113,-0.004889362502350725,-0.007995394037669135,-0.00924269528920696,-0.010386032833265113,3.89
2012-06-26,929.0370887636159,82.37000274658203,3.3653,1.66,90.19,3.319,987.6388581442892,-0.008503937007873996,-0.007353411004764165,-0.017211284214161515,-0.0012037315678603555,-0.0033631613716894604,-0.009468100187272843,-0.007353411004764165,-0.017211284214161515,-0.0033631613716894604,-0.009468100187272843,3.9
2012-06-27,926.1738048538996,82.55999755859375,3.3252,1.65,92.06,3.355,989.8350055416875,0.0022236340533670074,-0.0004435432771512371,-0.015459310343146293,0.01084664055438389,0.009751399506410685,0.0018663680477790656,-0.0004435432771512371,-0.015459310343146293,0.009751399506410685,0.0018663680477790656,3.87
2012-06-28,917.3582004828637,82.66999816894531,3.3253,1.6,91.02,3.3315,972.3912898612778,-0.0176228518720285,-0.016213427300496575,-0.03242022134822353,-0.007004470938897112,0.0009915269515055058,-0.004571531014700425,-0.016213427300496575,-0.03242022134822353,0.0009915269515055058,-0.004571531014700425,3.83
2012-06-29,929.928122100966,81.6500015258789,3.3253,1.67,94.17,3.4965,1006.1492433509325,0.03471642932390995,0.01587644124621046,0.0017023080869025264,0.04952723998199016,0.03907875185735521,0.041981747066492936,0.01587644124621046,0.0017023080869025264,0.03907875185735521,0.041981747066492936,3.88
2012-07-02,932.0107083696885,81.87000274658203,3.3353,1.61,95.28,3.469,1002.1961473973984,-0.003928935970143432,0.010642991502674004,-0.0017656203138368687,-0.007865007865007989,0.02203759354192436,0.031396800856276386,0.010642991502674004,-0.0017656203138368687,0.02203759354192436,0.031396800856276386,3.9
2012-07-03,933.2951755716767,81.77999877929688,3.3204,1.65,99.89,3.54,1017.3182521816326,0.015088967188214397,0.019788191759544382,0.013103582541299286,0.020466993369847364,0.029548627268497052,0.04868691955623361,0.019788191759544382,0.013103582541299286,0.029548627268497052,0.04868691955623361,3.89
2012-07-04,917.5251558128764,82.80999755859375,3.3195,1.62,101.54,3.493,1009.5376003688841,-0.007648198384392457,0.008006935152727435,0.00610644692984863,-0.013276836158192085,0.00778995960761697,0.03310337688457077,0.008006935152727435,0.00610644692984863,0.00778995960761697,0.03310337688457077,3.91
2012-07-05,917.5251558128764,82.80999755859375,3.3193,1.62,101.54,3.493,1009.5376003688841,0.0,0.0005846007629100036,0.005405424496528699,0.0,-0.0015150215819110802,0.03132658182999215,0.0005846007629100036,0.005405424496528699,-0.0015150215819110802,0.03132658182999215,3.88
2012-07-06,932.6788926361085,83.29000091552734,3.296,1.57,98.5,3.4095,990.3997444772699,-0.01895705111391721,-0.015309362802173987,-0.013293390786514703,-0.02390495276266813,-0.020511936568128886,0.004914783403211054,-0.015309362802173987,-0.013293390786514703,-0.020511936568128886,0.004914783403211054,3.84
2012-07-09,911.572835351557,83.16000366210938,3.2709,1.53,99.94,3.4315,996.7999148257566,0.006462209208125902,-0.00788151771235479,-0.0067028609433877895,0.006452559026250304,-0.012063108193700711,0.010163454249736859,-0.00788151771235479,-0.0067028609433877895,-0.012063108193700711,0.010163454249736859,3.76
2012-07-10,908.2994220442012,83.36000061035156,3.2549,1.53,99.15,3.398,990.9644834128522,-0.00585416524029736,-0.008488071808077646,-0.011485588941179126,-0.009762494535917265,-0.013642960812772165,-0.0005367923348995607,-0.008488071808077646,-0.011485588941179126,-0.013642960812772165,-0.0005367923348995607,3.71
2012-07-11,916.0047734706529,83.56999969482422,3.2398,1.54,99.23,3.4475,988.3917923280374,-0.0025961486288131885,-0.006859713051953653,-0.012726408016870527,0.01456739258387274,0.0033761168834947064,0.012489078480752314,-0.006859713051953653,-0.012726408016870527,0.0033761168834947064,0.012489078480752314,3.72
2012-07-12,923.2139772098715,83.6500015258789,3.2502,1.5,99.18,3.415,981.928890230162,-0.006538805914861778,-0.007848942756152999,-0.01753481186732997,-0.00942712110224797,-0.0015495716749992505,0.0021201517118940583,-0.007848942756152999,-0.01753481186732997,-0.0015495716749992505,0.0021201517118940583,3.73
2012-07-13,923.2847517519422,83.30000305175781,3.2591,1.52,101.91,3.504,998.6823268806695,0.017061761617565452,0.007392767041905612,0.00033938256770471575,0.026061493411420278,0.01884159106769001,0.026482306069838257,0.007392767041905612,0.00033938256770471575,0.01884159106769001,0.026482306069838257,3.74
2012-07-16,902.1975676786096,83.08999633789062,3.2752,1.5,102.1,3.485,998.4313232875726,-0.0002513347701674773,0.006808205945171064,0.0011734175715918393,-0.005422374429223775,0.010174207948056235,0.01963939582342822,0.006808205945171064,0.0011734175715918393,0.010174207948056235,0.01963939582342822,3.7
2012-07-17,906.8200526417414,83.02999877929688,3.285,1.53,104.21,3.4555,997.1136501682422,-0.0013197433700212757,0.004234074888379125,0.0008943721705461094,-0.00846484935437597,-0.001704512624949528,0.010749542961608682,0.004234074888379125,0.0008943721705461094,-0.001704512624949528,0.010749542961608682,3.76
2012-07-18,908.4210090780145,82.94999694824219,3.2858,1.52,105.92,3.474,985.3799789975022,-0.011767636686911387,-0.006980957790675535,-0.00949880360761024,0.0053537838228912005,0.0021057489831828313,0.01495851349772126,-0.006980957790675535,-0.00949880360761024,0.0021057489831828313,0.01495851349772126,3.74
2012-07-19,913.9149282745384,82.9000015258789,3.286,1.54,107.79,3.5345,991.4664140035035,0.006176739060796965,-0.0027643169600141126,-0.003870801874954921,0.017415083477259508,0.012576634389503294,0.029161267779929334,-0.0027643169600141126,-0.003870801874954921,0.012576634389503294,0.029161267779929334,3.76
