Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2022-11-14,385735,2012-06-05,2022-11-11,2816,2022-11-14,2022-11-15,2,10
MACD,2022-11-14,385735,2012-06-05,2022-11-11,2816,2022-11-14,2022-11-15,2,11
Both,2022-11-14,385735,2012-06-05,2022-11-11,2816,2022-11-14,2022-11-15,2,12
RSI,2022-11-16,385735,2012-06-05,2022-11-15,2818,2022-11-16,2022-11-17,2,10
MACD,2022-11-16,385735,2012-06-05,2022-11-15,2818,2022-11-16,2022-11-17,2,11
Both,2022-11-16,385735,2012-06-05,2022-11-15,2818,2022-11-16,2022-11-17,2,12
RSI,2022-11-18,385735,2012-06-05,2022-11-17,2820,2022-11-18,2022-11-21,2,10
MACD,2022-11-18,385735,2012-06-05,2022-11-17,2820,2022-11-18,2022-11-21,2,11
Both,2022-11-18,385735,2012-06-05,2022-11-17,2820,2022-11-18,2022-11-21,2,12
RSI,2022-11-22,385735,2012-06-05,2022-11-21,2822,2022-11-22,2022-12-01,8,10
MACD,2022-11-22,385735,2012-06-05,2022-11-21,2822,2022-11-22,2022-12-01,8,11
Both,2022-11-22,385735,2012-06-05,2022-11-21,2822,2022-11-22,2022-12-01,8,12
RSI,2022-12-02,550343,2012-06-05,2022-12-01,2830,2022-12-02,2022-12-02,1,10
MACD,2022-12-02,550343,2012-06-05,2022-12-01,2830,2022-12-02,2022-12-02,1,11
Both,2022-12-02,550343,2012-06-05,2022-12-01,2830,2022-12-02,2022-12-02,1,12
RSI,2022-12-05,550343,2012-06-05,2022-12-02,2831,2022-12-05,2022-12-05,1,10
MACD,2022-12-05,550343,2012-06-05,2022-12-02,2831,2022-12-05,2022-12-05,1,11
Both,2022-12-05,550343,2012-06-05,2022-12-02,2831,2022-12-05,2022-12-05,1,12
RSI,2022-12-06,550343,2012-06-05,2022-12-05,2832,2022-12-06,2022-12-07,2,10
MACD,2022-12-06,550343,2012-06-05,2022-12-05,2832,2022-12-06,2022-12-07,2,11
Both,2022-12-06,550343,2012-06-05,2022-12-05,2832,2022-12-06,2022-12-07,2,12
RSI,2022-12-08,550343,2012-06-05,2022-12-07,2834,2022-12-08,2022-12-12,3,10
MACD,2022-12-08,550343,2012-06-05,2022-12-07,2834,2022-12-08,2022-12-12,3,11
Both,2022-12-08,550343,2012-06-05,2022-12-07,2834,2022-12-08,2022-12-12,3,12
RSI,2022-12-13,374583,2012-06-05,2022-12-12,2837,2022-12-13,2022-12-14,2,10
MACD,2022-12-13,374583,2012-06-05,2022-12-12,2837,2022-12-13,2022-12-14,2,11
Both,2022-12-13,374583,2012-06-05,2022-12-12,2837,2022-12-13,2022-12-14,2,12
RSI,2022-12-15,374583,2012-06-05,2022-12-14,2839,2022-12-15,2022-12-15,1,10
MACD,2022-12-15,374583,2012-06-05,2022-12-14,2839,2022-12-15,2022-12-15,1,11
Both,2022-12-15,374583,2012-06-05,2022-12-14,2839,2022-12-15,2022-12-15,1,12
RSI,2022-12-16,374583,2012-06-05,2022-12-15,2840,2022-12-16,2022-12-31,12,10
MACD,2022-12-16,374583,2012-06-05,2022-12-15,2840,2022-12-16,2022-12-31,12,11
Both,2022-12-16,374583,2012-06-05,2022-12-15,2840,2022-12-16,2022-12-31,12,12
