Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2019-05-05,385735,2012-06-05,2019-05-03,1858,2019-05-05,2019-05-07,3,10
MACD,2019-05-05,385735,2012-06-05,2019-05-03,1858,2019-05-05,2019-05-07,3,11
Both,2019-05-05,385735,2012-06-05,2019-05-03,1858,2019-05-05,2019-05-07,3,12
RSI,2019-05-08,385735,2012-06-05,2019-05-07,1861,2019-05-08,2019-05-10,3,10
MACD,2019-05-08,385735,2012-06-05,2019-05-07,1861,2019-05-08,2019-05-10,3,11
Both,2019-05-08,385735,2012-06-05,2019-05-07,1861,2019-05-08,2019-05-10,3,12
RSI,2019-05-13,385735,2012-06-05,2019-05-10,1864,2019-05-13,2019-05-13,1,10
MACD,2019-05-13,385735,2012-06-05,2019-05-10,1864,2019-05-13,2019-05-13,1,11
Both,2019-05-13,385735,2012-06-05,2019-05-10,1864,2019-05-13,2019-05-13,1,12
RSI,2019-05-14,385735,2012-06-05,2019-05-13,1865,2019-05-14,2019-05-15,2,10
MACD,2019-05-14,385735,2012-06-05,2019-05-13,1865,2019-05-14,2019-05-15,2,11
Both,2019-05-14,385735,2012-06-05,2019-05-13,1865,2019-05-14,2019-05-15,2,12
RSI,2019-05-16,385735,2012-06-05,2019-05-15,1867,2019-05-16,2019-05-22,5,10
MACD,2019-05-16,385735,2012-06-05,2019-05-15,1867,2019-05-16,2019-05-22,5,11
Both,2019-05-16,385735,2012-06-05,2019-05-15,1867,2019-05-16,2019-05-22,5,12
RSI,2019-05-23,385735,2012-06-05,2019-05-22,1872,2019-05-23,2019-05-24,2,10
MACD,2019-05-23,385735,2012-06-05,2019-05-22,1872,2019-05-23,2019-05-24,2,11
Both,2019-05-23,385735,2012-06-05,2019-05-22,1872,2019-05-23,2019-05-24,2,12
RSI,2019-05-26,385735,2012-06-05,2019-05-24,1874,2019-05-26,2019-06-03,7,10
MACD,2019-05-26,385735,2012-06-05,2019-05-24,1874,2019-05-26,2019-06-03,7,11
Both,2019-05-26,385735,2012-06-05,2019-05-24,1874,2019-05-26,2019-06-03,7,12
RSI,2019-06-04,385735,2012-06-05,2019-06-03,1881,2019-06-04,2019-06-04,1,10
MACD,2019-06-04,385735,2012-06-05,2019-06-03,1881,2019-06-04,2019-06-04,1,11
Both,2019-06-04,385735,2012-06-05,2019-06-03,1881,2019-06-04,2019-06-04,1,12
RSI,2019-06-05,385735,2012-06-05,2019-06-04,1882,2019-06-05,2019-06-06,2,10
MACD,2019-06-05,385735,2012-06-05,2019-06-04,1882,2019-06-05,2019-06-06,2,11
Both,2019-06-05,385735,2012-06-05,2019-06-04,1882,2019-06-05,2019-06-06,2,12
RSI,2019-06-07,385735,2012-06-05,2019-06-06,1884,2019-06-07,2019-06-07,1,10
MACD,2019-06-07,385735,2012-06-05,2019-06-06,1884,2019-06-07,2019-06-07,1,11
Both,2019-06-07,385735,2012-06-05,2019-06-06,1884,2019-06-07,2019-06-07,1,12
RSI,2019-06-10,385735,2012-06-05,2019-06-07,1885,2019-06-10,2019-06-20,9,10
MACD,2019-06-10,385735,2012-06-05,2019-06-07,1885,2019-06-10,2019-06-20,9,11
Both,2019-06-10,385735,2012-06-05,2019-06-07,1885,2019-06-10,2019-06-20,9,12
RSI,2019-06-21,385735,2012-06-05,2019-06-20,1894,2019-06-21,2019-07-01,7,10
MACD,2019-06-21,385735,2012-06-05,2019-06-20,1894,2019-06-21,2019-07-01,7,11
Both,2019-06-21,385735,2012-06-05,2019-06-20,1894,2019-06-21,2019-07-01,7,12
RSI,2019-07-02,385735,2012-06-05,2019-07-01,1901,2019-07-02,2019-07-03,2,10
MACD,2019-07-02,385735,2012-06-05,2019-07-01,1901,2019-07-02,2019-07-03,2,11
Both,2019-07-02,385735,2012-06-05,2019-07-01,1901,2019-07-02,2019-07-03,2,12
RSI,2019-07-04,385735,2012-06-05,2019-07-03,1903,2019-07-04,2019-07-04,1,10
MACD,2019-07-04,385735,2012-06-05,2019-07-03,1903,2019-07-04,2019-07-04,1,11
Both,2019-07-04,385735,2012-06-05,2019-07-03,1903,2019-07-04,2019-07-04,1,12
RSI,2019-07-05,385735,2012-06-05,2019-07-04,1904,2019-07-05,2019-08-02,21,10
MACD,2019-07-05,385735,2012-06-05,2019-07-04,1904,2019-07-05,2019-08-02,21,11
Both,2019-07-05,385735,2012-06-05,2019-07-04,1904,2019-07-05,2019-08-02,21,12
RSI,2019-08-05,785634,2012-06-05,2019-08-02,1925,2019-08-05,2019-08-05,1,10
MACD,2019-08-05,785634,2012-06-05,2019-08-02,1925,2019-08-05,2019-08-05,1,11
Both,2019-08-05,785634,2012-06-05,2019-08-02,1925,2019-08-05,2019-08-05,1,12
RSI,2019-08-06,785634,2012-06-05,2019-08-05,1926,2019-08-06,2019-08-08,3,10
MACD,2019-08-06,785634,2012-06-05,2019-08-05,1926,2019-08-06,2019-08-08,3,11
Both,2019-08-06,785634,2012-06-05,2019-08-05,1926,2019-08-06,2019-08-08,3,12
RSI,2019-08-09,385735,2012-06-05,2019-08-08,1929,2019-08-09,2019-08-19,7,10
MACD,2019-08-09,385735,2012-06-05,2019-08-08,1929,2019-08-09,2019-08-19,7,11
Both,2019-08-09,385735,2012-06-05,2019-08-08,1929,2019-08-09,2019-08-19,7,12
RSI,2019-08-20,385735,2012-06-05,2019-08-19,1936,2019-08-20,2019-08-22,3,10
MACD,2019-08-20,385735,2012-06-05,2019-08-19,1936,2019-08-20,2019-08-22,3,11
Both,2019-08-20,385735,2012-06-05,2019-08-19,1936,2019-08-20,2019-08-22,3,12
RSI,2019-08-23,385735,2012-06-05,2019-08-22,1939,2019-08-23,2019-08-23,1,10
MACD,2019-08-23,385735,2012-06-05,2019-08-22,1939,2019-08-23,2019-08-23,1,11
Both,2019-08-23,385735,2012-06-05,2019-08-22,1939,2019-08-23,2019-08-23,1,12
RSI,2019-08-26,385735,2012-06-05,2019-08-23,1940,2019-08-26,2019-08-26,1,10
MACD,2019-08-26,385735,2012-06-05,2019-08-23,1940,2019-08-26,2019-08-26,1,11
Both,2019-08-26,385735,2012-06-05,2019-08-23,1940,2019-08-26,2019-08-26,1,12
RSI,2019-08-27,385735,2012-06-05,2019-08-26,1941,2019-08-27,2019-08-27,1,10
MACD,2019-08-27,385735,2012-06-05,2019-08-26,1941,2019-08-27,2019-08-27,1,11
Both,2019-08-27,385735,2012-06-05,2019-08-26,1941,2019-08-27,2019-08-27,1,12
RSI,2019-08-28,385735,2012-06-05,2019-08-27,1942,2019-08-28,2019-08-28,1,10
MACD,2019-08-28,385735,2012-06-05,2019-08-27,1942,2019-08-28,2019-08-28,1,11
Both,2019-08-28,385735,2012-06-05,2019-08-27,1942,2019-08-28,2019-08-28,1,12
RSI,2019-08-29,385735,2012-06-05,2019-08-28,1943,2019-08-29,2019-08-29,1,10
MACD,2019-08-29,385735,2012-06-05,2019-08-28,1943,2019-08-29,2019-08-29,1,11
Both,2019-08-29,385735,2012-06-05,2019-08-28,1943,2019-08-29,2019-08-29,1,12
RSI,2019-08-30,385735,2012-06-05,2019-08-29,1944,2019-08-30,2019-09-10,9,10
MACD,2019-08-30,385735,2012-06-05,2019-08-29,1944,2019-08-30,2019-09-10,9,11
Both,2019-08-30,385735,2012-06-05,2019-08-29,1944,2019-08-30,2019-09-10,9,12
RSI,2019-09-11,385735,2012-06-05,2019-09-10,1953,2019-09-11,2019-09-13,3,10
MACD,2019-09-11,385735,2012-06-05,2019-09-10,1953,2019-09-11,2019-09-13,3,11
Both,2019-09-11,385735,2012-06-05,2019-09-10,1953,2019-09-11,2019-09-13,3,12
RSI,2019-09-16,385735,2012-06-05,2019-09-13,1956,2019-09-16,2019-09-16,1,10
MACD,2019-09-16,385735,2012-06-05,2019-09-13,1956,2019-09-16,2019-09-16,1,11
Both,2019-09-16,385735,2012-06-05,2019-09-13,1956,2019-09-16,2019-09-16,1,12
RSI,2019-09-17,385735,2012-06-05,2019-09-16,1957,2019-09-17,2019-09-20,4,10
MACD,2019-09-17,385735,2012-06-05,2019-09-16,1957,2019-09-17,2019-09-20,4,11
Both,2019-09-17,385735,2012-06-05,2019-09-16,1957,2019-09-17,2019-09-20,4,12
RSI,2019-09-23,385735,2012-06-05,2019-09-20,1961,2019-09-23,2019-10-03,10,10
MACD,2019-09-23,385735,2012-06-05,2019-09-20,1961,2019-09-23,2019-10-03,10,11
Both,2019-09-23,385735,2012-06-05,2019-09-20,1961,2019-09-23,2019-10-03,10,12
RSI,2019-10-04,385735,2012-06-05,2019-10-03,1971,2019-10-04,2019-10-07,2,10
MACD,2019-10-04,385735,2012-06-05,2019-10-03,1971,2019-10-04,2019-10-07,2,11
Both,2019-10-04,385735,2012-06-05,2019-10-03,1971,2019-10-04,2019-10-07,2,12
RSI,2019-10-08,385735,2012-06-05,2019-10-07,1973,2019-10-08,2019-12-09,46,10
MACD,2019-10-08,385735,2012-06-05,2019-10-07,1973,2019-10-08,2019-12-09,46,11
Both,2019-10-08,385735,2012-06-05,2019-10-07,1973,2019-10-08,2019-12-09,46,12
RSI,2019-12-10,741131,2012-06-05,2019-12-09,2019,2019-12-10,2019-12-20,9,10
MACD,2019-12-10,741131,2012-06-05,2019-12-09,2019,2019-12-10,2019-12-20,9,11
Both,2019-12-10,741131,2012-06-05,2019-12-09,2019,2019-12-10,2019-12-20,9,12
RSI,2019-12-23,785634,2012-06-05,2019-12-20,2028,2019-12-23,2019-12-25,3,10
MACD,2019-12-23,785634,2012-06-05,2019-12-20,2028,2019-12-23,2019-12-25,3,11
Both,2019-12-23,785634,2012-06-05,2019-12-20,2028,2019-12-23,2019-12-25,3,12
RSI,2019-12-26,785634,2012-06-05,2019-12-25,2031,2019-12-26,2019-12-27,2,10
MACD,2019-12-26,785634,2012-06-05,2019-12-25,2031,2019-12-26,2019-12-27,2,11
Both,2019-12-26,785634,2012-06-05,2019-12-25,2031,2019-12-26,2019-12-27,2,12
RSI,2019-12-30,785634,2012-06-05,2019-12-27,2033,2019-12-30,2019-12-31,2,10
MACD,2019-12-30,785634,2012-06-05,2019-12-27,2033,2019-12-30,2019-12-31,2,11
Both,2019-12-30,785634,2012-06-05,2019-12-27,2033,2019-12-30,2019-12-31,2,12
