Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2020-03-25,798291,2012-06-05,2020-03-24,2097,2020-03-25,2020-03-25,1,10
MACD,2020-03-25,798291,2012-06-05,2020-03-24,2097,2020-03-25,2020-03-25,1,11
Both,2020-03-25,798291,2012-06-05,2020-03-24,2097,2020-03-25,2020-03-25,1,12
RSI,2020-03-26,798291,2012-06-05,2020-03-25,2098,2020-03-26,2020-03-26,1,10
MACD,2020-03-26,798291,2012-06-05,2020-03-25,2098,2020-03-26,2020-03-26,1,11
Both,2020-03-26,798291,2012-06-05,2020-03-25,2098,2020-03-26,2020-03-26,1,12
RSI,2020-03-27,798291,2012-06-05,2020-03-26,2099,2020-03-27,2020-03-27,1,10
MACD,2020-03-27,798291,2012-06-05,2020-03-26,2099,2020-03-27,2020-03-27,1,11
Both,2020-03-27,798291,2012-06-05,2020-03-26,2099,2020-03-27,2020-03-27,1,12
RSI,2020-03-30,798291,2012-06-05,2020-03-27,2100,2020-03-30,2020-03-31,2,10
MACD,2020-03-30,798291,2012-06-05,2020-03-27,2100,2020-03-30,2020-03-31,2,11
Both,2020-03-30,798291,2012-06-05,2020-03-27,2100,2020-03-30,2020-03-31,2,12
RSI,2020-04-01,798291,2012-06-05,2020-03-31,2102,2020-04-01,2020-04-01,1,10
MACD,2020-04-01,798291,2012-06-05,2020-03-31,2102,2020-04-01,2020-04-01,1,11
Both,2020-04-01,798291,2012-06-05,2020-03-31,2102,2020-04-01,2020-04-01,1,12
RSI,2020-04-02,798291,2012-06-05,2020-04-01,2103,2020-04-02,2020-04-03,2,10
MACD,2020-04-02,798291,2012-06-05,2020-04-01,2103,2020-04-02,2020-04-03,2,11
Both,2020-04-02,798291,2012-06-05,2020-04-01,2103,2020-04-02,2020-04-03,2,12
RSI,2020-04-06,42716,2012-06-05,2020-04-03,2105,2020-04-06,2020-04-06,1,10
MACD,2020-04-06,42716,2012-06-05,2020-04-03,2105,2020-04-06,2020-04-06,1,11
Both,2020-04-06,42716,2012-06-05,2020-04-03,2105,2020-04-06,2020-04-06,1,12
RSI,2020-04-07,42716,2012-06-05,2020-04-06,2106,2020-04-07,2020-04-07,1,10
MACD,2020-04-07,42716,2012-06-05,2020-04-06,2106,2020-04-07,2020-04-07,1,11
Both,2020-04-07,42716,2012-06-05,2020-04-06,2106,2020-04-07,2020-04-07,1,12
RSI,2020-04-08,741131,2012-06-05,2020-04-07,2107,2020-04-08,2020-04-13,4,10
MACD,2020-04-08,741131,2012-06-05,2020-04-07,2107,2020-04-08,2020-04-13,4,11
Both,2020-04-08,741131,2012-06-05,2020-04-07,2107,2020-04-08,2020-04-13,4,12
RSI,2020-04-14,741131,2012-06-05,2020-04-13,2111,2020-04-14,2020-04-15,2,10
MACD,2020-04-14,741131,2012-06-05,2020-04-13,2111,2020-04-14,2020-04-15,2,11
Both,2020-04-14,741131,2012-06-05,2020-04-13,2111,2020-04-14,2020-04-15,2,12
RSI,2020-04-16,741131,2012-06-05,2020-04-15,2113,2020-04-16,2020-04-17,2,10
MACD,2020-04-16,741131,2012-06-05,2020-04-15,2113,2020-04-16,2020-04-17,2,11
Both,2020-04-16,741131,2012-06-05,2020-04-15,2113,2020-04-16,2020-04-17,2,12
RSI,2020-04-20,741131,2012-06-05,2020-04-17,2115,2020-04-20,2020-04-20,1,10
MACD,2020-04-20,741131,2012-06-05,2020-04-17,2115,2020-04-20,2020-04-20,1,11
Both,2020-04-20,741131,2012-06-05,2020-04-17,2115,2020-04-20,2020-04-20,1,12
RSI,2020-04-21,741131,2012-06-05,2020-04-20,2116,2020-04-21,2020-04-21,1,10
MACD,2020-04-21,741131,2012-06-05,2020-04-20,2116,2020-04-21,2020-04-21,1,11
Both,2020-04-21,741131,2012-06-05,2020-04-20,2116,2020-04-21,2020-04-21,1,12
RSI,2020-04-22,741131,2012-06-05,2020-04-21,2117,2020-04-22,2020-04-22,1,10
MACD,2020-04-22,741131,2012-06-05,2020-04-21,2117,2020-04-22,2020-04-22,1,11
Both,2020-04-22,741131,2012-06-05,2020-04-21,2117,2020-04-22,2020-04-22,1,12
RSI,2020-04-23,741131,2012-06-05,2020-04-22,2118,2020-04-23,2020-04-24,2,10
MACD,2020-04-23,741131,2012-06-05,2020-04-22,2118,2020-04-23,2020-04-24,2,11
Both,2020-04-23,741131,2012-06-05,2020-04-22,2118,2020-04-23,2020-04-24,2,12
RSI,2020-04-26,741131,2012-06-05,2020-04-24,2120,2020-04-26,2020-04-26,1,10
MACD,2020-04-26,741131,2012-06-05,2020-04-24,2120,2020-04-26,2020-04-26,1,11
Both,2020-04-26,741131,2012-06-05,2020-04-24,2120,2020-04-26,2020-04-26,1,12
RSI,2020-04-27,741131,2012-06-05,2020-04-26,2121,2020-04-27,2020-05-08,10,10
MACD,2020-04-27,741131,2012-06-05,2020-04-26,2121,2020-04-27,2020-05-08,10,11
Both,2020-04-27,741131,2012-06-05,2020-04-26,2121,2020-04-27,2020-05-08,10,12
RSI,2020-05-09,741131,2012-06-05,2020-05-08,2131,2020-05-09,2020-05-09,1,10
MACD,2020-05-09,741131,2012-06-05,2020-05-08,2131,2020-05-09,2020-05-09,1,11
Both,2020-05-09,741131,2012-06-05,2020-05-08,2131,2020-05-09,2020-05-09,1,12
RSI,2020-05-11,741131,2012-06-05,2020-05-09,2132,2020-05-11,2020-05-12,2,10
MACD,2020-05-11,741131,2012-06-05,2020-05-09,2132,2020-05-11,2020-05-12,2,11
Both,2020-05-11,741131,2012-06-05,2020-05-09,2132,2020-05-11,2020-05-12,2,12
RSI,2020-05-13,741131,2012-06-05,2020-05-12,2134,2020-05-13,2020-05-18,4,10
MACD,2020-05-13,741131,2012-06-05,2020-05-12,2134,2020-05-13,2020-05-18,4,11
Both,2020-05-13,741131,2012-06-05,2020-05-12,2134,2020-05-13,2020-05-18,4,12
RSI,2020-05-19,741131,2012-06-05,2020-05-18,2138,2020-05-19,2020-05-19,1,10
MACD,2020-05-19,741131,2012-06-05,2020-05-18,2138,2020-05-19,2020-05-19,1,11
Both,2020-05-19,741131,2012-06-05,2020-05-18,2138,2020-05-19,2020-05-19,1,12
RSI,2020-05-20,741131,2012-06-05,2020-05-19,2139,2020-05-20,2020-05-20,1,10
MACD,2020-05-20,741131,2012-06-05,2020-05-19,2139,2020-05-20,2020-05-20,1,11
Both,2020-05-20,741131,2012-06-05,2020-05-19,2139,2020-05-20,2020-05-20,1,12
RSI,2020-05-21,741131,2012-06-05,2020-05-20,2140,2020-05-21,2020-05-21,1,10
MACD,2020-05-21,741131,2012-06-05,2020-05-20,2140,2020-05-21,2020-05-21,1,11
Both,2020-05-21,741131,2012-06-05,2020-05-20,2140,2020-05-21,2020-05-21,1,12
RSI,2020-05-22,741131,2012-06-05,2020-05-21,2141,2020-05-22,2020-06-01,8,10
MACD,2020-05-22,741131,2012-06-05,2020-05-21,2141,2020-05-22,2020-06-01,8,11
Both,2020-05-22,741131,2012-06-05,2020-05-21,2141,2020-05-22,2020-06-01,8,12
RSI,2020-06-02,741131,2012-06-05,2020-06-01,2149,2020-06-02,2020-06-03,2,10
MACD,2020-06-02,741131,2012-06-05,2020-06-01,2149,2020-06-02,2020-06-03,2,11
Both,2020-06-02,741131,2012-06-05,2020-06-01,2149,2020-06-02,2020-06-03,2,12
RSI,2020-06-04,385735,2012-06-05,2020-06-03,2151,2020-06-04,2020-06-05,2,10
MACD,2020-06-04,385735,2012-06-05,2020-06-03,2151,2020-06-04,2020-06-05,2,11
Both,2020-06-04,385735,2012-06-05,2020-06-03,2151,2020-06-04,2020-06-05,2,12
RSI,2020-06-08,785634,2012-06-05,2020-06-05,2153,2020-06-08,2020-06-09,2,10
MACD,2020-06-08,785634,2012-06-05,2020-06-05,2153,2020-06-08,2020-06-09,2,11
Both,2020-06-08,785634,2012-06-05,2020-06-05,2153,2020-06-08,2020-06-09,2,12
RSI,2020-06-10,785634,2012-06-05,2020-06-09,2155,2020-06-10,2020-06-10,1,10
MACD,2020-06-10,785634,2012-06-05,2020-06-09,2155,2020-06-10,2020-06-10,1,11
Both,2020-06-10,785634,2012-06-05,2020-06-09,2155,2020-06-10,2020-06-10,1,12
RSI,2020-06-11,785634,2012-06-05,2020-06-10,2156,2020-06-11,2020-06-11,1,10
MACD,2020-06-11,785634,2012-06-05,2020-06-10,2156,2020-06-11,2020-06-11,1,11
Both,2020-06-11,785634,2012-06-05,2020-06-10,2156,2020-06-11,2020-06-11,1,12
RSI,2020-06-12,565766,2012-06-05,2020-06-11,2157,2020-06-12,2020-06-26,11,10
MACD,2020-06-12,565766,2012-06-05,2020-06-11,2157,2020-06-12,2020-06-26,11,11
Both,2020-06-12,565766,2012-06-05,2020-06-11,2157,2020-06-12,2020-06-26,11,12
RSI,2020-06-28,565766,2012-06-05,2020-06-26,2168,2020-06-28,2020-06-28,1,10
MACD,2020-06-28,565766,2012-06-05,2020-06-26,2168,2020-06-28,2020-06-28,1,11
Both,2020-06-28,565766,2012-06-05,2020-06-26,2168,2020-06-28,2020-06-28,1,12
RSI,2020-06-29,965409,2012-06-05,2020-06-28,2169,2020-06-29,2020-06-29,1,10
MACD,2020-06-29,965409,2012-06-05,2020-06-28,2169,2020-06-29,2020-06-29,1,11
Both,2020-06-29,965409,2012-06-05,2020-06-28,2169,2020-06-29,2020-06-29,1,12
RSI,2020-06-30,965409,2012-06-05,2020-06-29,2170,2020-06-30,2020-06-30,1,10
MACD,2020-06-30,965409,2012-06-05,2020-06-29,2170,2020-06-30,2020-06-30,1,11
Both,2020-06-30,965409,2012-06-05,2020-06-29,2170,2020-06-30,2020-06-30,1,12
RSI,2020-07-01,965409,2012-06-05,2020-06-30,2171,2020-07-01,2020-07-02,2,10
MACD,2020-07-01,965409,2012-06-05,2020-06-30,2171,2020-07-01,2020-07-02,2,11
Both,2020-07-01,965409,2012-06-05,2020-06-30,2171,2020-07-01,2020-07-02,2,12
RSI,2020-07-03,965409,2012-06-05,2020-07-02,2173,2020-07-03,2020-07-03,1,10
MACD,2020-07-03,965409,2012-06-05,2020-07-02,2173,2020-07-03,2020-07-03,1,11
Both,2020-07-03,965409,2012-06-05,2020-07-02,2173,2020-07-03,2020-07-03,1,12
RSI,2020-07-06,965409,2012-06-05,2020-07-03,2174,2020-07-06,2020-07-06,1,10
MACD,2020-07-06,965409,2012-06-05,2020-07-03,2174,2020-07-06,2020-07-06,1,11
Both,2020-07-06,965409,2012-06-05,2020-07-03,2174,2020-07-06,2020-07-06,1,12
RSI,2020-07-07,965409,2012-06-05,2020-07-06,2175,2020-07-07,2020-07-13,5,10
MACD,2020-07-07,965409,2012-06-05,2020-07-06,2175,2020-07-07,2020-07-13,5,11
Both,2020-07-07,965409,2012-06-05,2020-07-06,2175,2020-07-07,2020-07-13,5,12
RSI,2020-07-14,965409,2012-06-05,2020-07-13,2180,2020-07-14,2020-07-14,1,10
MACD,2020-07-14,965409,2012-06-05,2020-07-13,2180,2020-07-14,2020-07-14,1,11
Both,2020-07-14,965409,2012-06-05,2020-07-13,2180,2020-07-14,2020-07-14,1,12
RSI,2020-07-15,965409,2012-06-05,2020-07-14,2181,2020-07-15,2020-07-15,1,10
MACD,2020-07-15,965409,2012-06-05,2020-07-14,2181,2020-07-15,2020-07-15,1,11
Both,2020-07-15,965409,2012-06-05,2020-07-14,2181,2020-07-15,2020-07-15,1,12
RSI,2020-07-16,798291,2012-06-05,2020-07-15,2182,2020-07-16,2020-07-16,1,10
MACD,2020-07-16,798291,2012-06-05,2020-07-15,2182,2020-07-16,2020-07-16,1,11
Both,2020-07-16,798291,2012-06-05,2020-07-15,2182,2020-07-16,2020-07-16,1,12
RSI,2020-07-17,785634,2012-06-05,2020-07-16,2183,2020-07-17,2020-07-22,4,10
MACD,2020-07-17,785634,2012-06-05,2020-07-16,2183,2020-07-17,2020-07-22,4,11
Both,2020-07-17,785634,2012-06-05,2020-07-16,2183,2020-07-17,2020-07-22,4,12
RSI,2020-07-23,798291,2012-06-05,2020-07-22,2187,2020-07-23,2020-07-24,2,10
MACD,2020-07-23,798291,2012-06-05,2020-07-22,2187,2020-07-23,2020-07-24,2,11
Both,2020-07-23,798291,2012-06-05,2020-07-22,2187,2020-07-23,2020-07-24,2,12
RSI,2020-07-27,798291,2012-06-05,2020-07-24,2189,2020-07-27,2020-07-30,4,10
MACD,2020-07-27,798291,2012-06-05,2020-07-24,2189,2020-07-27,2020-07-30,4,11
Both,2020-07-27,798291,2012-06-05,2020-07-24,2189,2020-07-27,2020-07-30,4,12
RSI,2020-07-31,798291,2012-06-05,2020-07-30,2193,2020-07-31,2020-08-03,2,10
MACD,2020-07-31,798291,2012-06-05,2020-07-30,2193,2020-07-31,2020-08-03,2,11
Both,2020-07-31,798291,2012-06-05,2020-07-30,2193,2020-07-31,2020-08-03,2,12
RSI,2020-08-04,798291,2012-06-05,2020-08-03,2195,2020-08-04,2020-08-04,1,10
MACD,2020-08-04,798291,2012-06-05,2020-08-03,2195,2020-08-04,2020-08-04,1,11
Both,2020-08-04,798291,2012-06-05,2020-08-03,2195,2020-08-04,2020-08-04,1,12
RSI,2020-08-05,798291,2012-06-05,2020-08-04,2196,2020-08-05,2020-08-05,1,10
MACD,2020-08-05,798291,2012-06-05,2020-08-04,2196,2020-08-05,2020-08-05,1,11
Both,2020-08-05,798291,2012-06-05,2020-08-04,2196,2020-08-05,2020-08-05,1,12
RSI,2020-08-06,798291,2012-06-05,2020-08-05,2197,2020-08-06,2020-08-07,2,10
MACD,2020-08-06,798291,2012-06-05,2020-08-05,2197,2020-08-06,2020-08-07,2,11
Both,2020-08-06,798291,2012-06-05,2020-08-05,2197,2020-08-06,2020-08-07,2,12
RSI,2020-08-10,798291,2012-06-05,2020-08-07,2199,2020-08-10,2020-08-10,1,10
MACD,2020-08-10,798291,2012-06-05,2020-08-07,2199,2020-08-10,2020-08-10,1,11
Both,2020-08-10,798291,2012-06-05,2020-08-07,2199,2020-08-10,2020-08-10,1,12
RSI,2020-08-11,798291,2012-06-05,2020-08-10,2200,2020-08-11,2020-08-11,1,10
MACD,2020-08-11,798291,2012-06-05,2020-08-10,2200,2020-08-11,2020-08-11,1,11
Both,2020-08-11,798291,2012-06-05,2020-08-10,2200,2020-08-11,2020-08-11,1,12
RSI,2020-08-12,798291,2012-06-05,2020-08-11,2201,2020-08-12,2020-08-12,1,10
MACD,2020-08-12,798291,2012-06-05,2020-08-11,2201,2020-08-12,2020-08-12,1,11
Both,2020-08-12,798291,2012-06-05,2020-08-11,2201,2020-08-12,2020-08-12,1,12
RSI,2020-08-13,798291,2012-06-05,2020-08-12,2202,2020-08-13,2020-08-19,5,10
MACD,2020-08-13,798291,2012-06-05,2020-08-12,2202,2020-08-13,2020-08-19,5,11
Both,2020-08-13,798291,2012-06-05,2020-08-12,2202,2020-08-13,2020-08-19,5,12
RSI,2020-08-20,798291,2012-06-05,2020-08-19,2207,2020-08-20,2020-08-20,1,10
MACD,2020-08-20,798291,2012-06-05,2020-08-19,2207,2020-08-20,2020-08-20,1,11
Both,2020-08-20,798291,2012-06-05,2020-08-19,2207,2020-08-20,2020-08-20,1,12
RSI,2020-08-21,798291,2012-06-05,2020-08-20,2208,2020-08-21,2020-08-25,3,10
MACD,2020-08-21,798291,2012-06-05,2020-08-20,2208,2020-08-21,2020-08-25,3,11
Both,2020-08-21,798291,2012-06-05,2020-08-20,2208,2020-08-21,2020-08-25,3,12
RSI,2020-08-26,565766,2012-06-05,2020-08-25,2211,2020-08-26,2020-08-26,1,10
MACD,2020-08-26,565766,2012-06-05,2020-08-25,2211,2020-08-26,2020-08-26,1,11
Both,2020-08-26,565766,2012-06-05,2020-08-25,2211,2020-08-26,2020-08-26,1,12
RSI,2020-08-27,798291,2012-06-05,2020-08-26,2212,2020-08-27,2020-08-27,1,10
MACD,2020-08-27,798291,2012-06-05,2020-08-26,2212,2020-08-27,2020-08-27,1,11
Both,2020-08-27,798291,2012-06-05,2020-08-26,2212,2020-08-27,2020-08-27,1,12
RSI,2020-08-28,798291,2012-06-05,2020-08-27,2213,2020-08-28,2020-08-28,1,10
MACD,2020-08-28,798291,2012-06-05,2020-08-27,2213,2020-08-28,2020-08-28,1,11
Both,2020-08-28,798291,2012-06-05,2020-08-27,2213,2020-08-28,2020-08-28,1,12
RSI,2020-08-31,565766,2012-06-05,2020-08-28,2214,2020-08-31,2020-09-01,2,10
MACD,2020-08-31,565766,2012-06-05,2020-08-28,2214,2020-08-31,2020-09-01,2,11
Both,2020-08-31,565766,2012-06-05,2020-08-28,2214,2020-08-31,2020-09-01,2,12
RSI,2020-09-02,565766,2012-06-05,2020-09-01,2216,2020-09-02,2020-09-04,3,10
MACD,2020-09-02,565766,2012-06-05,2020-09-01,2216,2020-09-02,2020-09-04,3,11
Both,2020-09-02,565766,2012-06-05,2020-09-01,2216,2020-09-02,2020-09-04,3,12
RSI,2020-09-06,42716,2012-06-05,2020-09-04,2219,2020-09-06,2020-09-08,3,10
MACD,2020-09-06,42716,2012-06-05,2020-09-04,2219,2020-09-06,2020-09-08,3,11
Both,2020-09-06,42716,2012-06-05,2020-09-04,2219,2020-09-06,2020-09-08,3,12
RSI,2020-09-09,42716,2012-06-05,2020-09-08,2222,2020-09-09,2020-09-23,11,10
MACD,2020-09-09,42716,2012-06-05,2020-09-08,2222,2020-09-09,2020-09-23,11,11
Both,2020-09-09,42716,2012-06-05,2020-09-08,2222,2020-09-09,2020-09-23,11,12
RSI,2020-09-24,374583,2012-06-05,2020-09-23,2233,2020-09-24,2020-09-27,3,10
MACD,2020-09-24,374583,2012-06-05,2020-09-23,2233,2020-09-24,2020-09-27,3,11
Both,2020-09-24,374583,2012-06-05,2020-09-23,2233,2020-09-24,2020-09-27,3,12
RSI,2020-09-28,374583,2012-06-05,2020-09-27,2236,2020-09-28,2020-10-01,4,10
MACD,2020-09-28,374583,2012-06-05,2020-09-27,2236,2020-09-28,2020-10-01,4,11
Both,2020-09-28,374583,2012-06-05,2020-09-27,2236,2020-09-28,2020-10-01,4,12
RSI,2020-10-02,42716,2012-06-05,2020-10-01,2240,2020-10-02,2020-10-02,1,10
MACD,2020-10-02,42716,2012-06-05,2020-10-01,2240,2020-10-02,2020-10-02,1,11
Both,2020-10-02,42716,2012-06-05,2020-10-01,2240,2020-10-02,2020-10-02,1,12
RSI,2020-10-05,42716,2012-06-05,2020-10-02,2241,2020-10-05,2020-10-05,1,10
MACD,2020-10-05,42716,2012-06-05,2020-10-02,2241,2020-10-05,2020-10-05,1,11
Both,2020-10-05,42716,2012-06-05,2020-10-02,2241,2020-10-05,2020-10-05,1,12
RSI,2020-10-06,42716,2012-06-05,2020-10-05,2242,2020-10-06,2020-10-10,5,10
MACD,2020-10-06,42716,2012-06-05,2020-10-05,2242,2020-10-06,2020-10-10,5,11
Both,2020-10-06,42716,2012-06-05,2020-10-05,2242,2020-10-06,2020-10-10,5,12
RSI,2020-10-12,385735,2012-06-05,2020-10-10,2247,2020-10-12,2020-10-20,7,10
MACD,2020-10-12,385735,2012-06-05,2020-10-10,2247,2020-10-12,2020-10-20,7,11
Both,2020-10-12,385735,2012-06-05,2020-10-10,2247,2020-10-12,2020-10-20,7,12
RSI,2020-10-21,42716,2012-06-05,2020-10-20,2254,2020-10-21,2020-10-23,3,10
MACD,2020-10-21,42716,2012-06-05,2020-10-20,2254,2020-10-21,2020-10-23,3,11
Both,2020-10-21,42716,2012-06-05,2020-10-20,2254,2020-10-21,2020-10-23,3,12
RSI,2020-10-26,42716,2012-06-05,2020-10-23,2257,2020-10-26,2020-10-26,1,10
MACD,2020-10-26,42716,2012-06-05,2020-10-23,2257,2020-10-26,2020-10-26,1,11
Both,2020-10-26,42716,2012-06-05,2020-10-23,2257,2020-10-26,2020-10-26,1,12
RSI,2020-10-27,42716,2012-06-05,2020-10-26,2258,2020-10-27,2020-10-30,4,10
MACD,2020-10-27,42716,2012-06-05,2020-10-26,2258,2020-10-27,2020-10-30,4,11
Both,2020-10-27,42716,2012-06-05,2020-10-26,2258,2020-10-27,2020-10-30,4,12
RSI,2020-11-02,385735,2012-06-05,2020-10-30,2262,2020-11-02,2020-11-02,1,10
MACD,2020-11-02,385735,2012-06-05,2020-10-30,2262,2020-11-02,2020-11-02,1,11
Both,2020-11-02,385735,2012-06-05,2020-10-30,2262,2020-11-02,2020-11-02,1,12
