Method,Effective_date,Trigger_date,Seed,N,Applied_end
Features_only,2019-08-28,2019-08-27,385735,1,2019-08-28
Features_only,2019-08-29,2019-08-28,385735,13,2019-09-13
Features_only,2019-09-16,2019-09-13,385735,1,2019-09-16
Features_only,2019-09-17,2019-09-16,385735,62,2019-12-09
Features_only,2019-12-10,2019-12-09,741131,9,2019-12-20
Features_only,2019-12-23,2019-12-20,785634,3,2019-12-25
Features_only,2019-12-26,2019-12-25,785634,2,2019-12-27
Features_only,2019-12-30,2019-12-27,785634,2,2019-12-31
Triggers_only,2019-01-01,,374583,3,2019-01-03
Triggers_only,2019-01-04,2019-01-03,374583,1,2019-01-04
Triggers_only,2019-01-07,2019-01-04,785634,19,2019-01-30
Triggers_only,2019-01-31,2019-01-30,565766,9,2019-02-08
Triggers_only,2019-02-11,2019-02-08,640934,6,2019-02-17
Triggers_only,2019-02-18,2019-02-17,640934,1,2019-02-18
Triggers_only,2019-02-19,2019-02-18,640934,2,2019-02-20
Triggers_only,2019-02-21,2019-02-20,640934,1,2019-02-21
Triggers_only,2019-02-22,2019-02-21,640934,1,2019-02-22
Triggers_only,2019-02-25,2019-02-22,640934,1,2019-02-25
Triggers_only,2019-02-26,2019-02-25,640934,2,2019-02-27
Triggers_only,2019-02-28,2019-02-27,640934,2,2019-03-01
Triggers_only,2019-03-04,2019-03-01,640934,4,2019-03-07
Triggers_only,2019-03-08,2019-03-07,640934,1,2019-03-08
Triggers_only,2019-03-11,2019-03-08,640934,2,2019-03-12
Triggers_only,2019-03-13,2019-03-12,640934,1,2019-03-13
Triggers_only,2019-03-14,2019-03-13,640934,13,2019-04-01
Triggers_only,2019-04-02,2019-04-01,565766,1,2019-04-02
Triggers_only,2019-04-03,2019-04-02,798291,1,2019-04-03
Triggers_only,2019-04-04,2019-04-03,374583,5,2019-04-10
Triggers_only,2019-04-11,2019-04-10,385735,16,2019-05-01
Triggers_only,2019-05-02,2019-05-01,385735,1,2019-05-02
Triggers_only,2019-05-03,2019-05-02,385735,1,2019-05-03
Triggers_only,2019-05-05,2019-05-03,385735,3,2019-05-07
Triggers_only,2019-05-08,2019-05-07,385735,3,2019-05-10
Triggers_only,2019-05-13,2019-05-10,385735,1,2019-05-13
Triggers_only,2019-05-14,2019-05-13,385735,2,2019-05-15
Triggers_only,2019-05-16,2019-05-15,385735,5,2019-05-22
Triggers_only,2019-05-23,2019-05-22,385735,2,2019-05-24
Triggers_only,2019-05-26,2019-05-24,385735,7,2019-06-03
Triggers_only,2019-06-04,2019-06-03,385735,1,2019-06-04
Triggers_only,2019-06-05,2019-06-04,385735,2,2019-06-06
Triggers_only,2019-06-07,2019-06-06,385735,1,2019-06-07
Triggers_only,2019-06-10,2019-06-07,385735,9,2019-06-20
Triggers_only,2019-06-21,2019-06-20,385735,7,2019-07-01
Triggers_only,2019-07-02,2019-07-01,385735,2,2019-07-03
Triggers_only,2019-07-04,2019-07-03,385735,1,2019-07-04
Triggers_only,2019-07-05,2019-07-04,385735,21,2019-08-02
Triggers_only,2019-08-05,2019-08-02,785634,1,2019-08-05
Triggers_only,2019-08-06,2019-08-05,785634,3,2019-08-08
Triggers_only,2019-08-09,2019-08-08,385735,7,2019-08-19
Triggers_only,2019-08-20,2019-08-19,385735,3,2019-08-22
Triggers_only,2019-08-23,2019-08-22,385735,1,2019-08-23
Triggers_only,2019-08-26,2019-08-23,385735,1,2019-08-26
Triggers_only,2019-08-27,2019-08-26,385735,1,2019-08-27
Triggers_only,2019-08-28,2019-08-27,385735,1,2019-08-28
Triggers_only,2019-08-29,2019-08-28,385735,1,2019-08-29
Triggers_only,2019-08-30,2019-08-29,385735,9,2019-09-10
Triggers_only,2019-09-11,2019-09-10,385735,3,2019-09-13
Triggers_only,2019-09-16,2019-09-13,385735,1,2019-09-16
Triggers_only,2019-09-17,2019-09-16,385735,4,2019-09-20
Triggers_only,2019-09-23,2019-09-20,385735,10,2019-10-03
Triggers_only,2019-10-04,2019-10-03,385735,2,2019-10-07
Triggers_only,2019-10-08,2019-10-07,385735,46,2019-12-09
Triggers_only,2019-12-10,2019-12-09,741131,9,2019-12-20
Triggers_only,2019-12-23,2019-12-20,785634,3,2019-12-25
Triggers_only,2019-12-26,2019-12-25,785634,2,2019-12-27
Triggers_only,2019-12-30,2019-12-27,785634,2,2019-12-31
Features_and_triggers,2019-01-01,,374583,3,2019-01-03
Features_and_triggers,2019-01-04,2019-01-03,374583,1,2019-01-04
Features_and_triggers,2019-01-07,2019-01-04,785634,19,2019-01-30
Features_and_triggers,2019-01-31,2019-01-30,565766,9,2019-02-08
Features_and_triggers,2019-02-11,2019-02-08,640934,6,2019-02-17
Features_and_triggers,2019-02-18,2019-02-17,640934,1,2019-02-18
Features_and_triggers,2019-02-19,2019-02-18,640934,2,2019-02-20
Features_and_triggers,2019-02-21,2019-02-20,640934,1,2019-02-21
Features_and_triggers,2019-02-22,2019-02-21,640934,1,2019-02-22
Features_and_triggers,2019-02-25,2019-02-22,640934,1,2019-02-25
Features_and_triggers,2019-02-26,2019-02-25,640934,2,2019-02-27
Features_and_triggers,2019-02-28,2019-02-27,640934,2,2019-03-01
Features_and_triggers,2019-03-04,2019-03-01,640934,4,2019-03-07
Features_and_triggers,2019-03-08,2019-03-07,640934,1,2019-03-08
Features_and_triggers,2019-03-11,2019-03-08,640934,2,2019-03-12
Features_and_triggers,2019-03-13,2019-03-12,640934,1,2019-03-13
Features_and_triggers,2019-03-14,2019-03-13,640934,13,2019-04-01
Features_and_triggers,2019-04-02,2019-04-01,565766,1,2019-04-02
Features_and_triggers,2019-04-03,2019-04-02,798291,1,2019-04-03
Features_and_triggers,2019-04-04,2019-04-03,374583,5,2019-04-10
Features_and_triggers,2019-04-11,2019-04-10,385735,16,2019-05-01
Features_and_triggers,2019-05-02,2019-05-01,385735,1,2019-05-02
Features_and_triggers,2019-05-03,2019-05-02,385735,1,2019-05-03
Features_and_triggers,2019-05-05,2019-05-03,385735,3,2019-05-07
Features_and_triggers,2019-05-08,2019-05-07,385735,3,2019-05-10
Features_and_triggers,2019-05-13,2019-05-10,385735,1,2019-05-13
Features_and_triggers,2019-05-14,2019-05-13,385735,2,2019-05-15
Features_and_triggers,2019-05-16,2019-05-15,385735,5,2019-05-22
Features_and_triggers,2019-05-23,2019-05-22,385735,2,2019-05-24
Features_and_triggers,2019-05-26,2019-05-24,385735,7,2019-06-03
Features_and_triggers,2019-06-04,2019-06-03,385735,1,2019-06-04
Features_and_triggers,2019-06-05,2019-06-04,385735,2,2019-06-06
Features_and_triggers,2019-06-07,2019-06-06,385735,1,2019-06-07
Features_and_triggers,2019-06-10,2019-06-07,385735,9,2019-06-20
Features_and_triggers,2019-06-21,2019-06-20,385735,7,2019-07-01
Features_and_triggers,2019-07-02,2019-07-01,385735,2,2019-07-03
Features_and_triggers,2019-07-04,2019-07-03,385735,1,2019-07-04
Features_and_triggers,2019-07-05,2019-07-04,385735,21,2019-08-02
Features_and_triggers,2019-08-05,2019-08-02,785634,1,2019-08-05
Features_and_triggers,2019-08-06,2019-08-05,785634,3,2019-08-08
Features_and_triggers,2019-08-09,2019-08-08,385735,7,2019-08-19
Features_and_triggers,2019-08-20,2019-08-19,385735,3,2019-08-22
Features_and_triggers,2019-08-23,2019-08-22,385735,1,2019-08-23
Features_and_triggers,2019-08-26,2019-08-23,385735,1,2019-08-26
Features_and_triggers,2019-08-27,2019-08-26,385735,1,2019-08-27
Features_and_triggers,2019-08-28,2019-08-27,385735,1,2019-08-28
Features_and_triggers,2019-08-29,2019-08-28,385735,1,2019-08-29
Features_and_triggers,2019-08-30,2019-08-29,385735,9,2019-09-10
Features_and_triggers,2019-09-11,2019-09-10,385735,3,2019-09-13
Features_and_triggers,2019-09-16,2019-09-13,385735,1,2019-09-16
Features_and_triggers,2019-09-17,2019-09-16,385735,4,2019-09-20
Features_and_triggers,2019-09-23,2019-09-20,385735,10,2019-10-03
Features_and_triggers,2019-10-04,2019-10-03,385735,2,2019-10-07
Features_and_triggers,2019-10-08,2019-10-07,385735,46,2019-12-09
Features_and_triggers,2019-12-10,2019-12-09,741131,9,2019-12-20
Features_and_triggers,2019-12-23,2019-12-20,785634,3,2019-12-25
Features_and_triggers,2019-12-26,2019-12-25,785634,2,2019-12-27
Features_and_triggers,2019-12-30,2019-12-27,785634,2,2019-12-31
