Method,Effective_date,Seed,Train_start,Train_end,Train_N,Test_start,Test_end,N,Feature_N
RSI,2021-09-20,741131,2012-06-05,2021-09-18,2501,2021-09-20,2021-09-22,3,10
MACD,2021-09-20,741131,2012-06-05,2021-09-18,2501,2021-09-20,2021-09-22,3,11
Both,2021-09-20,741131,2012-06-05,2021-09-18,2501,2021-09-20,2021-09-22,3,12
RSI,2021-09-23,741131,2012-06-05,2021-09-22,2504,2021-09-23,2021-09-28,5,10
MACD,2021-09-23,741131,2012-06-05,2021-09-22,2504,2021-09-23,2021-09-28,5,11
Both,2021-09-23,741131,2012-06-05,2021-09-22,2504,2021-09-23,2021-09-28,5,12
RSI,2021-09-29,741131,2012-06-05,2021-09-28,2509,2021-09-29,2021-09-30,2,10
MACD,2021-09-29,741131,2012-06-05,2021-09-28,2509,2021-09-29,2021-09-30,2,11
Both,2021-09-29,741131,2012-06-05,2021-09-28,2509,2021-09-29,2021-09-30,2,12
RSI,2021-10-01,741131,2012-06-05,2021-09-30,2511,2021-10-01,2021-10-01,1,10
MACD,2021-10-01,741131,2012-06-05,2021-09-30,2511,2021-10-01,2021-10-01,1,11
Both,2021-10-01,741131,2012-06-05,2021-09-30,2511,2021-10-01,2021-10-01,1,12
RSI,2021-10-04,741131,2012-06-05,2021-10-01,2512,2021-10-04,2021-10-07,4,10
MACD,2021-10-04,741131,2012-06-05,2021-10-01,2512,2021-10-04,2021-10-07,4,11
Both,2021-10-04,741131,2012-06-05,2021-10-01,2512,2021-10-04,2021-10-07,4,12
RSI,2021-10-08,798291,2012-06-05,2021-10-07,2516,2021-10-08,2021-10-09,2,10
MACD,2021-10-08,798291,2012-06-05,2021-10-07,2516,2021-10-08,2021-10-09,2,11
Both,2021-10-08,798291,2012-06-05,2021-10-07,2516,2021-10-08,2021-10-09,2,12
RSI,2021-10-11,798291,2012-06-05,2021-10-09,2518,2021-10-11,2021-10-12,2,10
MACD,2021-10-11,798291,2012-06-05,2021-10-09,2518,2021-10-11,2021-10-12,2,11
Both,2021-10-11,798291,2012-06-05,2021-10-09,2518,2021-10-11,2021-10-12,2,12
RSI,2021-10-13,798291,2012-06-05,2021-10-12,2520,2021-10-13,2021-10-13,1,10
MACD,2021-10-13,798291,2012-06-05,2021-10-12,2520,2021-10-13,2021-10-13,1,11
Both,2021-10-13,798291,2012-06-05,2021-10-12,2520,2021-10-13,2021-10-13,1,12
RSI,2021-10-14,798291,2012-06-05,2021-10-13,2521,2021-10-14,2021-10-14,1,10
MACD,2021-10-14,798291,2012-06-05,2021-10-13,2521,2021-10-14,2021-10-14,1,11
Both,2021-10-14,798291,2012-06-05,2021-10-13,2521,2021-10-14,2021-10-14,1,12
RSI,2021-10-15,798291,2012-06-05,2021-10-14,2522,2021-10-15,2021-10-21,5,10
MACD,2021-10-15,798291,2012-06-05,2021-10-14,2522,2021-10-15,2021-10-21,5,11
Both,2021-10-15,798291,2012-06-05,2021-10-14,2522,2021-10-15,2021-10-21,5,12
RSI,2021-10-22,798291,2012-06-05,2021-10-21,2527,2021-10-22,2021-10-22,1,10
MACD,2021-10-22,798291,2012-06-05,2021-10-21,2527,2021-10-22,2021-10-22,1,11
Both,2021-10-22,798291,2012-06-05,2021-10-21,2527,2021-10-22,2021-10-22,1,12
RSI,2021-10-25,798291,2012-06-05,2021-10-22,2528,2021-10-25,2021-11-03,8,10
MACD,2021-10-25,798291,2012-06-05,2021-10-22,2528,2021-10-25,2021-11-03,8,11
Both,2021-10-25,798291,2012-06-05,2021-10-22,2528,2021-10-25,2021-11-03,8,12
RSI,2021-11-04,798291,2012-06-05,2021-11-03,2536,2021-11-04,2021-11-08,3,10
MACD,2021-11-04,798291,2012-06-05,2021-11-03,2536,2021-11-04,2021-11-08,3,11
Both,2021-11-04,798291,2012-06-05,2021-11-03,2536,2021-11-04,2021-11-08,3,12
RSI,2021-11-09,798291,2012-06-05,2021-11-08,2539,2021-11-09,2021-11-10,2,10
MACD,2021-11-09,798291,2012-06-05,2021-11-08,2539,2021-11-09,2021-11-10,2,11
Both,2021-11-09,798291,2012-06-05,2021-11-08,2539,2021-11-09,2021-11-10,2,12
RSI,2021-11-11,798291,2012-06-05,2021-11-10,2541,2021-11-11,2021-11-11,1,10
MACD,2021-11-11,798291,2012-06-05,2021-11-10,2541,2021-11-11,2021-11-11,1,11
Both,2021-11-11,798291,2012-06-05,2021-11-10,2541,2021-11-11,2021-11-11,1,12
RSI,2021-11-12,798291,2012-06-05,2021-11-11,2542,2021-11-12,2021-11-16,3,10
MACD,2021-11-12,798291,2012-06-05,2021-11-11,2542,2021-11-12,2021-11-16,3,11
Both,2021-11-12,798291,2012-06-05,2021-11-11,2542,2021-11-12,2021-11-16,3,12
RSI,2021-11-17,798291,2012-06-05,2021-11-16,2545,2021-11-17,2021-12-02,12,10
MACD,2021-11-17,798291,2012-06-05,2021-11-16,2545,2021-11-17,2021-12-02,12,11
Both,2021-11-17,798291,2012-06-05,2021-11-16,2545,2021-11-17,2021-12-02,12,12
RSI,2021-12-03,785634,2012-06-05,2021-12-02,2557,2021-12-03,2021-12-03,1,10
MACD,2021-12-03,785634,2012-06-05,2021-12-02,2557,2021-12-03,2021-12-03,1,11
Both,2021-12-03,785634,2012-06-05,2021-12-02,2557,2021-12-03,2021-12-03,1,12
RSI,2021-12-06,785634,2012-06-05,2021-12-03,2558,2021-12-06,2021-12-06,1,10
MACD,2021-12-06,785634,2012-06-05,2021-12-03,2558,2021-12-06,2021-12-06,1,11
Both,2021-12-06,785634,2012-06-05,2021-12-03,2558,2021-12-06,2021-12-06,1,12
RSI,2021-12-07,785634,2012-06-05,2021-12-06,2559,2021-12-07,2021-12-15,7,10
MACD,2021-12-07,785634,2012-06-05,2021-12-06,2559,2021-12-07,2021-12-15,7,11
Both,2021-12-07,785634,2012-06-05,2021-12-06,2559,2021-12-07,2021-12-15,7,12
RSI,2021-12-16,785634,2012-06-05,2021-12-15,2566,2021-12-16,2021-12-16,1,10
MACD,2021-12-16,785634,2012-06-05,2021-12-15,2566,2021-12-16,2021-12-16,1,11
Both,2021-12-16,785634,2012-06-05,2021-12-15,2566,2021-12-16,2021-12-16,1,12
RSI,2021-12-17,785634,2012-06-05,2021-12-16,2567,2021-12-17,2021-12-27,7,10
MACD,2021-12-17,785634,2012-06-05,2021-12-16,2567,2021-12-17,2021-12-27,7,11
Both,2021-12-17,785634,2012-06-05,2021-12-16,2567,2021-12-17,2021-12-27,7,12
RSI,2021-12-28,550343,2012-06-05,2021-12-27,2574,2021-12-28,2021-12-28,1,10
MACD,2021-12-28,550343,2012-06-05,2021-12-27,2574,2021-12-28,2021-12-28,1,11
Both,2021-12-28,550343,2012-06-05,2021-12-27,2574,2021-12-28,2021-12-28,1,12
RSI,2021-12-29,550343,2012-06-05,2021-12-28,2575,2021-12-29,2021-12-31,3,10
MACD,2021-12-29,550343,2012-06-05,2021-12-28,2575,2021-12-29,2021-12-31,3,11
Both,2021-12-29,550343,2012-06-05,2021-12-28,2575,2021-12-29,2021-12-31,3,12
