alpha,mean_training_mse,mean_validation_rmse,mean_validation_mse
1.7387624002162504e-05,0.20136256499047978,2.208164883390615,7.469824776156452
1.762975375287204e-05,0.20136256548424422,2.208163179706199,7.469812065016924
1.7875255259042355e-05,0.2013625659715589,2.208161468626249,7.46979919469692
1.812417547374236e-05,0.20136256647196862,2.208159428763669,7.4697838382606445
1.8376562003881724e-05,0.20136256699208147,2.2081573974286863,7.469770351820051
1.86324631193156e-05,0.20136256754384974,2.2081555968462956,7.469756918078491
1.8891927762076646e-05,0.20136256808818662,2.2081537886919516,7.469743316377569
1.915500555573528e-05,0.20136256864773056,2.208151955407287,7.469729525410211
1.9421746814890246e-05,0.20136256922290702,2.208150096643724,7.46971554254481
1.9692202554791733e-05,0.20136256981415382,2.2081482120478695,7.469701365113207
1.9966424501097934e-05,0.20136257045022427,2.2081460914030946,7.469685272756424
2.0244465099768016e-05,0.20136257109096084,2.208144039648654,7.469669857785125
2.052637752709252e-05,0.20136257174018501,2.208141773804276,7.4696547974436625
2.0812215699863373e-05,0.2013625724009112,2.208139782317675,7.469639814426772
2.1102034285685967e-05,0.2013625730800938,2.208137763158234,7.469624622938545
2.1395888713434215e-05,0.20136257378798644,2.2081356366393683,7.46960896925404
2.1693835183851823e-05,0.2013625745091502,2.2081333272252897,7.469591279295886
2.199593068030075e-05,0.2013625752469279,2.208131222759431,7.469575444923367
2.2302232979659363e-05,0.20136257600531698,2.2081290890544003,7.469559390244299
2.2612800663372794e-05,0.20136257681227007,2.208126464618438,7.4695418658548745
2.2927693128656486e-05,0.2013625776474373,2.2081242502459775,7.469525338539865
2.3246970599856503e-05,0.20136257847639466,2.2081217449736457,7.4695061087976
2.3570694139967276e-05,0.20136257932389948,2.208119490293751,7.469489141988783
2.389892566231048e-05,0.20136258019507602,2.2081172042927375,7.469471939132504
2.4231727942376007e-05,0.20136258112836938,2.2081148640500747,7.469454472509189
2.4569164629827902e-05,0.20136258204936217,2.2081125141388838,7.469436787713749
2.491130026067791e-05,0.20136258301987087,2.208109990494858,7.469417820892356
2.5258200269627848e-05,0.20136258398342682,2.2081067967588597,7.469396041436734
2.5609931002584567e-05,0.20136258498374912,2.208104347628571,7.469377608386492
2.5966559729348725e-05,0.2013625860551158,2.208101840477142,7.469358892821779
2.63281546564802e-05,0.20136258711263189,2.208099322891381,7.469339943407536
2.6694784940343235e-05,0.2013625881996811,2.2080967703422987,7.469320730392259
2.706652070033241e-05,0.20136258931708992,2.2080941823456843,7.46930125011297
2.7443433032283627e-05,0.20136259047316543,2.208091163437648,7.469277997049853
2.782559402207126e-05,0.20136259174457657,2.208087911400672,7.469256409053473
2.8213076759394707e-05,0.20136259295933945,2.20808521422342,7.469236104716441
2.860595535175745e-05,0.20136259420801964,2.2080824795960603,7.469215517951637
2.9004304938639917e-05,0.2013625954915661,2.2080797070001497,7.469194644835073
2.9408201705870607e-05,0.2013625968757367,2.208076406699303,7.469169357034781
2.9817722900196734e-05,0.20136259819958582,2.208073467680396,7.469147557072437
3.0232946844057763e-05,0.20136259959391206,2.208070578066551,7.469125800983354
3.06539529505653e-05,0.20136260106333254,2.2080674744127466,7.469102465179233
3.1080821738690636e-05,0.20136260255186667,2.2080640508945324,7.4690796747227495
3.151363484866476e-05,0.2013626041417469,2.2080604739799456,7.469052212687785
