Date,Epoch,Gold,dy_dx,Local_response_gold_1pct,Exact_response_gold_1pct,Actual,Predicted,PE
2020-01-22,100,975.9051869735492,-0.0008146410123354316,-0.007950123894595307,-0.0079500945,4.43,4.014943,-9.369229732194812
2020-01-23,100,981.7406183864537,-0.0008146410123354316,-0.007997661712131532,-0.007997625,4.29,3.911621,-8.820021124708624
2020-01-24,100,989.6467336979791,-0.00012116896591690371,-0.0011991447134522553,-0.0011991493,3.86,3.748551,-2.8872825938802897
2020-01-27,100,989.6467336979791,-0.00022045387383863357,-0.002181714561754701,-0.0021817223,3.86,3.7617152,-2.5462390227638965
2020-01-28,100,989.6467336979791,-0.00012116896591690371,-0.0011991447134522553,-0.002045072,3.86,3.7035336,-4.053532397808803
2020-01-29,100,989.6467336979791,-0.00012116896591690371,-0.0011991447134522553,-0.002050623,3.86,3.7140985,-3.779832810317911
2020-01-30,100,989.6467336979791,-0.00012116896591690371,-0.0011991447134522553,-0.0019705018,3.86,3.64412,-5.59274668520596
2020-01-31,100,989.6467336979791,-0.00012116896591690371,-0.0011991447134522553,-0.0011991493,3.86,3.6364944,-5.7903005669154
2020-02-03,100,989.6467336979791,-3.979628528976149e-05,-0.00039384263750325395,-0.00015115674,3.86,3.5274343,-8.615690438858582
2020-02-04,100,972.8305652980831,-0.00024322158627565753,-0.002366133932692444,-0.0023661202,3.98,3.5294893,-11.31936485443882
2020-02-05,100,977.4738636859767,-0.00024322158627565753,-0.002377427436686991,-0.0023774174,4.03,3.548986,-11.935832305226675
2020-02-06,100,982.0543537289391,-0.00023600786264655932,-0.0023177254902631505,-0.0010685053,4.13,3.5827074,-13.251636680621498
2020-02-07,100,984.2505011263374,-0.0018835632296997022,-0.018538980527350746,-0.0032553885,4.1,3.6333876,-11.380791082614797
2020-02-10,100,988.0780569855517,-0.0018835632296997022,-0.01861107496211112,-0.01861108,4.2,3.6976526,-11.96065289633615
2020-02-11,100,982.3680890714246,-0.003561085889183417,-0.03498297139976329,-0.026378814,4.24,3.6790743,-13.229380013807768
2020-02-12,100,983.4975669425894,-0.0008101842217051586,-0.00796814210822299,-0.003155882,4.3,3.6892505,-14.203477460284564
2020-02-13,100,988.3290605786486,-3.979628528976149e-05,-0.0003933182525494987,-0.0003932547,4.32,3.6863422,-14.668003718058273
2020-02-14,100,993.0978224653194,-0.0008829525419281788,-0.00876858246729093,-0.008607586,4.54,3.7100701,-18.280393541646948
2020-02-16,100,1003.9530959535341,-0.0009433662497795101,-0.00947095467084214,-0.009958174,4.61,3.85085,-16.4674597551921
2020-02-17,100,1003.9530959535341,-0.0010161344917528176,-0.01020151368900412,-0.010210485,4.61,3.8990288,-15.422369239128598
2020-02-18,100,1003.9530959535341,-0.001018051296712421,-0.01022075751173945,-0.008905303,4.57,3.8943613,-14.784217559013122
2020-02-19,100,1008.6591260908162,-0.0010003325882929788,-0.010089945943077603,-0.009290491,4.59,3.8832772,-15.397011376673877
2020-02-20,100,1014.3690940049435,-0.0010003325882929788,-0.010147064612903692,-0.010147082,4.59,3.9540036,-13.856131318867334
2020-02-21,100,1031.9382731841301,-0.0010003325882929788,-0.01032281483772868,-0.010322806,4.7,4.2382293,-9.824909047877538
2020-02-24,100,1049.3819888645398,-0.0010003325882929788,-0.01049731001028899,-0.010497316,4.72,4.3801193,-7.200861785371419
2020-02-25,100,1033.3814863977807,-0.0010003325882929788,-0.010337251769823377,-0.010337291,4.57,4.3259,-5.341354971119826
2020-02-26,100,1029.0519233523726,-0.0010003325882929788,-0.01029394173974947,-0.01029401,4.36,4.2181416,-3.2536340416024654
2020-02-27,100,1029.0519233523726,-0.0010003325882929788,-0.01029394173974947,-0.010293923,4.41,4.269002,-3.1972344500137324
2020-02-28,100,981.4268830439682,-0.0008218547750893861,-0.008065903702307779,-0.008065885,4.16,3.9384308,-5.326183025653549
2020-03-02,100,999.1216023174748,-0.0008146410123354316,-0.008139254335581061,-0.0081393495,4.3,4.272079,-0.6493257921795471
2020-03-03,100,1030.369596471703,-0.0009666534424959905,-0.009960103174725765,-0.009960082,4.3,4.5424695,5.638825616171198
2020-03-04,100,1029.742125786732,-0.0010003325882929788,-0.010300846059625559,-0.010300776,4.33,4.5574536,5.2529707241278585
2020-03-05,100,1045.6171647547144,-0.0010003325882929788,-0.010459649247826495,-0.010459847,4.35,4.842126,11.31323891124507
2020-03-06,100,1048.378051087695,0.0004255852802064669,0.004461742666344664,0.0044616284,4.38,4.9960155,14.064281933928193
2020-03-09,100,1050.6996619838703,8.060419264509988e-05,0.0008469079796668921,0.00084705016,4.08,5.011684,22.835390708025763
2020-03-10,100,1041.0365981162092,-0.0008483201581324199,-0.00883132331535579,-0.008831318,4.04,4.6673193,15.527705390854637
2020-03-11,100,1029.9303976304404,-0.0008483201581324199,-0.008737107177832413,-0.008737037,4.02,4.4670334,11.12023348832013
2020-03-12,100,997.2391902625619,-0.0008218547750893861,-0.008195857904235593,-0.0081959,3.92,4.0066786,2.2111882968824754
2020-03-13,100,951.0572865722652,-0.0002730837306549363,-0.0025971827188371504,-0.0025971811,3.84,3.7050924,-3.5132179657618168
2020-03-16,100,932.3587061174562,-0.0001678297879386343,-0.0015647756393043213,-0.0015647357,3.64,3.6511064,0.3051197135841419
2020-03-17,100,956.8300628313235,-0.0002657641742895602,-0.0025429115158379467,-0.002542907,3.48,3.566752,2.4928723258533703
2020-03-18,100,926.9624735458145,-0.00026589721836339124,-0.0024647674324308074,-0.0024647482,3.41,3.4139316,0.11529642815463637
2020-03-19,100,927.7781394789512,-0.0002674553070780541,-0.0024813918719464863,-0.0024814229,3.36,3.3008323,-1.7609442983354804
2020-03-20,100,931.1664964969028,-4.103621800894418e-05,-0.00038211551352871666,-0.0003821093,3.46,3.2973278,-4.701509916713471
2020-03-23,100,983.2465633494925,0.0004822495748293384,0.004741702371277009,0.0047416943,3.46,3.3436735,-3.3620385076269237
2020-03-24,100,1041.7268005505687,0.0005956529708003173,0.0062050766351025586,0.006205113,3.74,3.4943547,-6.5680554843841445
2020-03-25,100,1024.2204297163132,-0.0015484538275516535,-0.015859580446508245,-0.015859684,3.8,3.7774773,-0.5927035683079723
2020-03-26,100,1035.3893619514706,-0.0015484538275516535,-0.016032526205200192,-0.016420076,3.77,3.9110856,3.742323756534161
2020-03-27,100,1018.9496606434485,-0.002927874816958459,-0.029833570511463205,-0.029833496,3.79,4.084193,7.762354344994536
2020-03-30,100,1017.7574510228952,-0.002734769237232439,-0.027833317680215148,-0.026328942,3.69,3.7906845,2.7285761949492677
2020-03-31,100,993.5370979021246,-0.0010135278373270213,-0.010069775061409054,-0.010069758,3.69,3.48297,-5.610569124299334
2020-04-01,100,990.2742043829501,-0.0010135278373270213,-0.01003670472728988,-0.010036723,3.73,3.5021982,-6.107286345862831
2020-04-02,100,1020.0790619190707,-0.0013793920370131468,-0.014070889351350068,-0.014070826,3.7,3.5336728,-4.495329470247841
2020-04-03,100,1025.0988273988385,-0.0013793920370131468,-0.014140131596654719,-0.014225235,3.7,3.5290403,-4.620531443003066
2020-04-06,100,1044.613226977869,-0.0019237288071721214,-0.020095525570903567,-0.007905296,3.97,3.616359,-8.907833868069979
2020-04-07,100,1044.613226977869,0.0001533173517113511,0.0016015733352289542,-0.0013721848,3.97,3.7416968,-5.750709456820937
2020-04-08,100,1044.9896940697433,0.0002598708167482766,0.0027156232529143586,0.0027155739,3.95,3.7408032,-5.296120462538325
2020-04-09,100,1089.4145726083618,0.00012731882601605717,0.001387029844292813,0.0013869731,3.95,4.1292686,4.538446740259094
2020-04-10,100,1094.810881775546,0.00012731882601605717,0.0013939003617726687,0.0013939986,3.97,4.26937,7.540808036285318
2020-04-13,100,1094.810881775546,-9.301913187724023e-06,-0.00010183835779251718,-0.00010182643,4.0,4.451934,11.298346519470215
2020-04-14,100,1102.2777216502664,-9.301913187724023e-06,-0.00010253291675553002,-0.00010252031,4.28,4.6242113,8.042320358418966
2020-04-15,100,1083.7673364436232,-2.2524191995533494e-06,-2.4410983564544113e-05,-0.0065918304,4.26,4.8464527,13.766495610626656
2020-04-16,100,1079.500581743146,-0.001394513167973453,-0.015053777760758202,-0.015053659,4.25,4.6070404,8.400950712316176
2020-04-17,100,1059.9234504147266,-0.001394513167973453,-0.014780772086471937,-0.014780705,4.13,4.542817,9.995571810743137
2020-04-20,100,1067.704102227475,-0.0009317356037487035,-0.009948179263138839,-0.009948113,4.14,4.3079424,4.0565794792728225
2020-04-21,100,1053.0212728800461,-1.744448596962596e-05,-0.00018369414820473633,-0.0001837039,4.09,3.7846928,-7.464724589676609
2020-04-22,100,1084.7085424710795,-0.0009317356037487035,-0.010106615687106675,-0.010106577,4.06,4.06487,0.11994779990812617
2020-04-23,100,1087.5949688983799,-0.0009317356037487035,-0.010133509549805844,-0.010133638,4.15,4.0961246,-1.2982012277626214
2020-04-24,100,1081.4457255474474,-0.0010003325882929788,-0.010818054017352566,-0.0108180605,4.23,4.205449,-0.5803994253172197
2020-04-26,100,1074.1670809208929,-0.0009317356037487035,-0.010008397136688106,-0.010008393,3.84,4.153501,8.164089421431228
2020-04-27,100,1074.1670809208929,-0.0013503465261968848,-0.014504977862765759,-0.014505149,3.84,4.2968016,11.895874142646793
2020-04-28,100,1073.288606642825,-0.0010003325882929788,-0.01073645569868382,-0.010736443,3.97,4.2928534,8.132326332688026
2020-04-29,100,1068.8335800986397,-0.0009317356037487035,-0.009958703010600943,-0.0099585205,3.92,4.150905,5.890437048308705
2020-04-30,100,1056.7860969898718,-0.0009317356037487035,-0.009846452321120943,-0.009846373,3.91,4.1218386,5.417866231230515
2020-05-01,100,1056.7860969898718,-0.0009317356037487035,-0.009846452321120943,-0.009846373,3.96,4.023902,1.6136853381840879
2020-05-04,100,1056.7860969898718,-0.0009317356037487035,-0.009846452321120943,-0.00984646,3.96,3.9498062,-0.2574188540680231
2020-05-05,100,1056.7860969898718,-0.0009317356037487035,-0.009846452321120943,-0.00984646,3.96,3.987518,0.6949008113206044
2020-05-06,100,1056.7860969898718,-7.315416466519409e-05,-0.0007730830415508486,-0.00077306555,3.96,3.7832701,-4.4628757419008185
2020-05-07,100,1080.379056021214,-0.0010003325882929788,-0.010807383774472261,-0.010807479,3.95,4.009719,1.5118707584429345
2020-05-08,100,1072.912139550951,-0.0010003325882929788,-0.010732689775679606,-0.010732541,4.01,3.9975,-0.3117221251984731
2020-05-09,100,1063.7510828694833,-7.315416466519409e-05,-0.0007781782187901271,-0.0007782263,3.95,3.7828743,-4.231029220774208
2020-05-11,100,1063.7510828694833,-0.0009317356037487035,-0.009911347574357353,-0.009911337,3.95,3.8645442,-2.1634391591518782
2020-05-12,100,1069.4610507836107,-0.0010003325882929788,-0.010698167410088982,-0.010698107,3.88,3.9455917,1.690507426704331
2020-05-13,100,1075.4220222908348,-0.0007968028948545773,-0.00856899380551701,-0.008568945,3.88,3.9598784,2.058722800815231
2020-05-14,100,1090.6067822289149,-0.0010003325882929788,-0.010909695052769276,-0.010909652,3.83,4.017916,4.90642826488684
2020-05-15,100,1100.2071143471876,-0.0010003325882929788,-0.011005730303532715,-0.011005668,3.94,4.2275095,7.297195395842423
2020-05-18,100,1086.6537628709234,-0.0010003325882929788,-0.010870151711909757,-0.0108701885,4.14,4.0602417,-1.9265290043780117
2020-05-19,100,1094.4343380881294,-0.0010003325882929788,-0.010947983341364115,-0.010947989,4.02,4.1818724,4.026675817385253
2020-05-20,100,1098.4501657910519,-0.0009984157050836628,-0.010967098967775393,-0.010967071,4.12,4.3074193,4.549012137848194
2020-05-21,100,1079.5633134925347,-0.0010003325882929788,-0.010799223636121317,-0.010799326,4.03,4.072146,1.0458049348211107
2020-05-22,100,1088.4106348315165,-0.0010003325882929788,-0.010887726274666151,-0.0108877085,3.92,3.9450698,0.6395354562876194
2020-05-24,100,1069.7120543767076,-0.0009317356037487035,-0.009966888068219477,-0.009966934,3.84,3.9438066,2.7032981316248614
2020-05-25,100,1069.7120543767076,-0.0007968028948545773,-0.008523496615881976,-0.008523583,3.84,3.9419808,2.655751009782159
2020-05-26,100,1069.7120543767076,-0.0007968028948545773,-0.008523496615881976,-0.008523497,3.88,4.014009,3.4538401770837557
2020-05-27,100,1073.1631431440478,-0.0009317356037487035,-0.009999043090981758,-0.009999026,3.8,3.994246,5.111737000314818
2020-05-28,100,1075.0455551989608,-0.0010003325882929788,-0.010754031027650388,-0.010754051,3.83,4.1043396,7.162913827921017
2020-05-29,100,1089.8538480451668,-0.0010003325882929788,-0.010902163206760847,-0.010902193,3.78,4.328525,14.51124514221515
2020-06-01,100,1090.4185869807493,-0.0010003325882929788,-0.010907812474372256,-0.010907918,3.89,4.529802,16.44734821466676
2020-06-02,100,1082.512395073681,-0.0010003325882929788,-0.010828724260232871,-0.010828642,3.88,4.364189,12.479101751268528
2020-06-03,100,1065.3197595819108,-0.0010003325882929788,-0.01065674072462227,-0.010656647,3.93,4.2254395,7.517545763166195
2020-06-04,100,1078.5593757156894,-0.0010003325882929788,-0.010789180919373349,-0.010789265,3.85,4.355011,13.117168476055193
2020-06-05,100,1051.766331510104,-0.0017852182084195324,-0.01877632406014452,-0.018776221,3.82,4.2151694,10.344749470655835
2020-06-08,100,1065.6334949243965,-0.0010003325882929788,-0.010659879121494145,-0.010659943,4.01,4.320809,7.750845074356351
2020-06-09,100,1075.9239528814862,-0.0010004540318469183,-0.010764124566209567,-0.010763505,4.04,4.525388,12.014548613293336
2020-06-10,100,1075.0455551989608,-0.0010004540318469183,-0.010755336601179092,-0.010755438,4.01,4.691956,17.00638511828949
2020-06-11,100,1086.7792263697006,-0.0010004540318469183,-0.010872726587490418,-0.010872704,4.05,4.5557756,12.488287466543696
2020-06-12,100,1085.085086158496,-0.0010003325882929788,-0.010854459727550383,-0.010854403,3.97,4.581749,15.409293763283213
2020-06-15,100,1079.4378499937573,-0.0010003325882929788,-0.010797968583856635,-0.010797765,3.91,4.3979874,12.480495287024452
2020-06-16,100,1085.273281406662,-0.0011271951695785661,-0.012233148004742692,-0.012233136,4.0,4.3508615,8.771538734436035
2020-06-17,100,1085.0222778135649,-0.0011271951695785661,-0.012230318704365835,-0.012230361,4.03,4.4592457,10.651257611977544
2020-06-18,100,1082.261468076127,-0.0010003325882929788,-0.010826214155703512,-0.010826214,4.15,4.45728,7.404341180640522
2020-06-19,100,1095.5010842099055,-0.0010003325882929788,-0.010958654350454592,-0.010958831,4.16,4.689558,12.729760316702032
2020-06-22,100,1102.2777216502664,-0.0010004540318469183,-0.011027781908400442,-0.011027785,4.25,4.841544,13.918685913085938
2020-06-23,100,1111.9407855179275,-0.0010004540318469183,-0.011124456420464399,-0.011124581,4.24,4.9255314,16.168193097384464
2020-06-24,100,1107.987766159936,-0.0010004540318469183,-0.011084908278917685,-0.01108503,4.38,4.8893013,11.627883562758637
2020-06-25,100,1113.6350023246748,-0.0010004540318469183,-0.011141406280815731,-0.011141407,4.37,4.902169,12.17778552860635
2020-06-26,100,1113.6350023246748,-0.0010003325882929788,-0.011140053842890994,-0.011140106,4.37,4.7966857,9.763974728791606
2020-06-28,100,1113.6350023246748,-0.0010003325882929788,-0.011140053842890994,-0.011140193,4.37,4.764478,9.02696125021788
2020-06-29,100,1113.6350023246748,-0.0010003325882929788,-0.011140053842890994,-0.011140106,4.37,4.750913,8.716547898351461
2020-06-30,100,1125.054938152929,-0.0010003325882929788,-0.011254291182543168,-0.011254336,4.4,5.035245,14.437385038896032
2020-07-01,100,1112.6309879522871,-0.0010003325882929788,-0.011130010359932855,-0.011130132,4.59,4.9159136,7.100513765754786
2020-07-02,100,1119.4077019881904,-0.0010003325882929788,-0.01119780003884942,-0.011197785,4.62,5.127716,10.989525204613091
2020-07-03,100,1122.2313200705598,-0.0004132734704275648,-0.004637884322680676,-0.0046376996,4.75,5.24707,10.464628119217721
2020-07-06,100,1122.2313200705598,-0.0004132734704275648,-0.004637884322680676,-0.0046380465,5.11,5.242188,2.5868488617839116
2020-07-07,100,1132.082579186387,-0.0004132734704275648,-0.0046785969631094665,-0.004678465,5.13,5.305125,3.4137473004138514
2020-07-08,100,1139.1730285647757,-0.0004133824331523463,-0.0047091411832963425,-0.004707781,5.58,5.413475,-2.984318340123769
2020-07-09,100,1128.945225761532,-0.0004133824331523463,-0.00466686124321027,-0.0046661487,6.14,5.422453,-11.686434419613315
2020-07-10,100,1128.317755076561,-0.0008900195082213146,-0.010042248134906185,-0.010042306,5.66,5.6038647,-0.9917902862225345
2020-07-13,100,1136.3494104824063,-0.0008900195082213146,-0.010113731434851319,-0.0101136025,6.0,5.7358704,-4.40216064453125
2020-07-14,100,1136.0984068893094,-0.0004133824331523463,-0.00469643123740407,-0.004696679,5.82,5.6564555,-2.810042666405751
2020-07-15,100,1136.6004140755033,-0.0004132734704275648,-0.004697267976143905,-0.004697373,5.65,5.5551205,-1.6792837497407418
2020-07-16,100,1128.6314904190467,-0.0004132734704275648,-0.004664334528793143,-0.0046642404,5.44,5.2885485,-2.7840354863335173
2020-07-17,100,1134.6552702712017,-0.0004132734704275648,-0.004689229212839061,-0.00468922,5.35,5.2532654,-1.8081237222546664
2020-07-20,100,1139.4240321578725,-0.0004132734704275648,-0.004708937240584532,-0.0059741065,5.61,5.316718,-5.227841327959634
2020-07-21,100,1156.0520053096031,-0.0004132734704275648,-0.004777656242290453,-0.0053060763,5.68,5.5924206,-1.5418912323427822
2020-07-22,100,1169.6680885352557,-0.0005434165144140605,-0.006356169556931855,-0.006356259,5.85,5.6286616,-3.7835618369599633
2020-07-23,100,1185.3548556595297,-0.0005434165144140605,-0.0064414140400628345,-0.0064414325,5.82,5.712451,-1.8479212862519512
2020-07-24,100,1190.5001612336173,-0.0005434165144140605,-0.006469374480269494,-0.006469361,5.63,5.530422,-1.7686996324447695
2020-07-27,100,1211.6458926789214,-0.0005434165144140605,-0.006584283877036923,-0.006584024,6.02,5.652091,-6.111444745744971
2020-07-28,100,1220.2422104248064,-0.0005434165144140605,-0.006630997687299569,-0.0066308607,5.76,5.6205425,-2.4211366971333788
2020-07-29,100,1225.763983090768,-0.000452856635289177,-0.005550953530411449,-0.0055508413,5.74,5.837721,1.7024541981128827
2020-07-30,100,1218.7363420573104,-0.0005434165144140605,-0.006622814549905258,-0.006622881,5.65,5.7613125,1.9701324732957624
2020-07-31,100,1231.599491099215,-0.0005434165144140605,-0.006692715026072661,-0.0066924426,5.85,5.784519,-1.1193299904847696
2020-08-03,100,1233.607366652905,-0.000525811424577299,-0.006486448468288145,-0.006486361,5.84,5.8784876,0.6590340235461952
2020-08-04,100,1255.6943041256657,-0.000452856635289177,-0.005686494975181335,-0.006802595,5.79,5.893483,1.7872739538215803
2020-08-05,100,1274.4556929254059,-0.0004476846814106883,-0.005705542908593483,-0.005705576,6.04,6.010598,-0.48678505499631425
2020-08-06,100,1287.256110217922,-0.0007608114700505561,-0.009793592135464579,-0.009793725,6.57,6.130772,-6.685355954337161
2020-08-07,100,1261.278808541016,-0.0003065095430074146,-0.0038659399121084314,-0.003865935,6.64,5.7076874,-14.040852742022775
2020-08-10,100,1270.2516699743176,-0.0003065095430074146,-0.0038934425886823333,-0.0038931696,6.33,5.732256,-9.443034191643834
2020-08-11,100,1212.6498304557665,-0.00041369734912066454,-0.0050167002027117396,-0.0050167297,6.03,5.4943056,-8.88382071879373
2020-08-12,100,1214.0930436694166,-0.0010794662878860532,-0.01310572510998105,-0.013105253,5.7,5.4532337,-4.329233002244384
2020-08-13,100,1227.7718586444582,-0.0010794662878860532,-0.013253383306218933,-0.013253569,5.72,5.4760194,-4.265395411244635
2020-08-14,100,1215.410716788747,-0.0010794662878860532,-0.013119948947088761,-0.013119997,5.78,5.4886684,-5.040338377639088
2020-08-17,100,1245.5293096673531,-0.00040920886735679266,-0.005096816380686654,-0.0050965254,6.11,5.7311144,-6.201073854137369
2020-08-18,100,1254.5649028500436,-0.0004476846814106883,-0.005616494888414529,-0.005616413,6.36,5.809939,-8.648759314099202
2020-08-19,100,1229.0268000144001,-0.0005434165144140605,-0.006678734597852919,-0.0073320232,6.5,5.588296,-14.026216360238882
2020-08-20,100,1213.4028412350572,-0.0007026839840519652,-0.008526387427390243,-0.008526533,6.32,5.4045477,-14.48500488377825
2020-08-21,100,1213.9047718257084,-0.0006890646215756851,-0.008364588322270002,-0.008364513,6.2,5.298544,-14.53961403139176
2020-08-24,100,1209.5752087803003,-0.0004024981328802226,-0.004868517631122763,-0.004868414,6.7,5.1930614,-22.491621615281748
2020-08-25,100,1199.5984861656962,-0.0003449770039044912,-0.004138338916458051,-0.0041381083,6.6,5.1011972,-22.70913268580581
2020-08-26,100,1217.732327684923,-0.0004024981328802226,-0.004901349882410689,-0.004901546,6.53,5.0768147,-22.253986960348275
2020-08-27,100,1205.747652921086,-0.0004024981328802226,-0.004853111790254478,-0.004852975,6.48,5.056673,-21.964922069031523
2020-08-28,100,1232.7288923748372,-0.0006890646215756851,-0.008494298677296806,-0.008494094,6.65,5.334481,-19.78224417320768
2020-08-31,100,1234.61130442975,-0.0006890646215756851,-0.008507269712799486,-0.008507451,7.19,5.4027896,-24.85689022610682
2020-09-01,100,1234.987771521624,-0.0006890646215756851,-0.008509863814341464,-0.008509706,7.34,5.2774367,-28.10031698575137
2020-09-02,100,1213.7793083269312,-0.0005589217340886146,-0.0067840763581096765,-0.006784034,7.13,5.0153008,-29.6591760065579
2020-09-03,100,1209.5124770309117,-0.0005589217340886146,-0.0067602281106393285,-0.0067600952,7.06,4.868452,-31.041755352074293
2020-09-04,100,1207.190866134736,-0.0005589217340886146,-0.006747252122759634,-0.006747085,7.0,5.048428,-27.879599162510463
2020-09-06,100,1212.9008340488633,-0.0005589217340886146,-0.0067791663744411765,-0.006779177,7.09,4.890423,-31.023655556489114
2020-09-07,100,1212.9008340488633,-0.0005589217340886146,-0.0067791663744411765,-0.006779177,7.09,5.1468277,-27.40722570163743
2020-09-08,100,1212.9008340488633,-0.0005589217340886146,-0.0067791663744411765,-0.00677883,7.04,5.069069,-27.996180274269797
2020-09-09,100,1220.2422104248064,-0.0006890646215756851,-0.008408257369570469,-0.008408226,6.73,5.1199975,-23.922771153442934
2020-09-10,100,1226.2031819320307,-0.0005589217340886146,-0.006853516087904277,-0.0068535954,6.98,5.0026712,-28.328492238391785
2020-09-11,100,1215.912723974941,-0.0005589217340886146,-0.0067960004818448504,-0.006796177,6.91,4.867286,-29.561704699106397
2020-09-14,100,1225.512979497671,-0.0005589217340886146,-0.006849658396489431,-0.006849779,7.14,4.902552,-31.336804932239005
2020-09-15,100,1227.5209316469038,-0.0006890646215756851,-0.008458412462415063,-0.008458706,7.17,5.085945,-29.06631618696609
2020-09-16,100,1229.9680060418564,-0.0005589217340886146,-0.0068745585081043,-0.007730309,7.04,5.1267414,-27.17696861787276
2020-09-17,100,1217.29312884366,-0.0005589217340886146,-0.006803715864674539,-0.0077292677,6.8,5.163294,-24.069208257338577
2020-09-18,100,1224.8855088127002,-0.0006890646215756851,-0.008440252696035638,-0.0084403185,7.03,5.3187313,-24.342371152440993
2020-09-21,100,1192.9472356285698,-0.0004024981328802226,-0.0048015903496512235,-0.0048014545,6.87,5.0469446,-26.536468439227107
2020-09-22,100,1191.315827166754,-0.0004024981328802226,-0.004795023961052765,-0.0047950363,6.56,4.919216,-25.011948841374092
2020-09-23,100,1167.0327422965947,-0.0003449770039044912,-0.0040259945889592145,-0.004026047,6.45,4.8409543,-24.946444903233257
2020-09-24,100,1172.3035113694593,-0.0004024981328802226,-0.004718499744951362,-0.0047184494,6.02,4.649379,-22.767794409463566
2020-09-25,100,1165.6522608323332,-0.0003449770039044912,-0.004021232245364348,-0.00402119,6.2,4.575015,-26.209434386222597
2020-09-27,100,1175.1271294518285,-0.0004024981328802226,-0.004729864755012566,-0.0047298986,6.19,4.619339,-25.374168186465067
2020-09-28,100,1175.1271294518285,-0.0004024981328802226,-0.004729864755012566,-0.004729725,6.19,4.720562,-23.738901757654737
2020-09-29,100,1188.6177491787041,-0.0005589217340886146,-0.0066434429353946734,-0.0066436976,6.19,4.839621,-21.81549164705785
2020-09-30,100,1184.3509178826848,-0.000572540744441188,-0.006780891562041567,-0.0071009626,6.15,4.8476367,-21.176639029650186
2020-10-01,100,1204.4299798017555,-0.00042308970124769205,-0.005095819203280885,-0.005095745,6.22,4.7773943,-23.193017769473155
2020-10-02,100,1204.4299798017555,-0.000572540744441188,-0.006895852372629822,-0.0068962686,6.22,4.840003,-22.186446726513825
2020-10-05,100,1204.4299798017555,-0.000572540744441188,-0.006895852372629822,-0.0068957484,6.22,4.831199,-22.32798763410071
2020-10-06,100,1204.4299798017555,-0.0004024981328802226,-0.0048478081805517085,-0.0048477706,6.22,4.799513,-22.837413775575886
2020-10-07,100,1204.4299798017555,-0.0005589217340886146,-0.006731820928991124,-0.00673182,6.22,4.8463583,-22.084271716151587
2020-10-08,100,1204.4299798017555,-0.0006890646215756851,-0.008299300882465067,-0.008299114,6.22,5.021972,-19.26089743709257
2020-10-09,100,1204.4299798017555,-0.0006890646215756851,-0.008299300882465067,-0.008299462,6.22,4.967262,-20.140485671555496
2020-10-10,100,1206.3123918566682,-0.0006890646215756851,-0.008312271917967747,-0.008312298,6.58,5.06904,-22.962920644000672
2020-10-12,100,1206.3123918566682,-0.0006890646215756851,-0.008312271917967747,-0.008312125,6.58,5.0617146,-23.07424545288086
2020-10-13,100,1184.9783885676557,-0.0004024981328802226,-0.004769515889018964,-0.0047693625,6.58,4.940781,-24.91214108684505
2020-10-14,100,1193.010043973501,-0.0004024981328802226,-0.004801843152066865,-0.004801888,6.49,4.908232,-24.372385022085513
